대분류,중분류,불만유형,지역,건수
가구,가구리폼·수리업,AS불만,경기도,9
가구,가구리폼·수리업,AS불만,경상남도,1
가구,가구리폼·수리업,AS불만,경상북도,1
가구,가구리폼·수리업,AS불만,광주광역시,1
가구,가구리폼·수리업,AS불만,대전광역시,1
가구,가구리폼·수리업,AS불만,부산광역시,1
가구,가구리폼·수리업,AS불만,서울특별시,5
가구,가구리폼·수리업,AS불만,인천광역시,1
가구,가구리폼·수리업,AS불만,전라남도,2
가구,가구리폼·수리업,AS불만,전북특별자치도,1
가구,가구리폼·수리업,AS불만,충청남도,2
가구,가구리폼·수리업,가격.요금,경기도,3
가구,가구리폼·수리업,가격.요금,경상남도,1
가구,가구리폼·수리업,가격.요금,부산광역시,2
가구,가구리폼·수리업,가격.요금,서울특별시,3
가구,가구리폼·수리업,가격.요금,울산광역시,1
가구,가구리폼·수리업,가격.요금,인천광역시,1
가구,가구리폼·수리업,계약불이행(불완전이행),강원도,2
가구,가구리폼·수리업,계약불이행(불완전이행),경기도,13
가구,가구리폼·수리업,계약불이행(불완전이행),경상남도,2
가구,가구리폼·수리업,계약불이행(불완전이행),경상북도,1
가구,가구리폼·수리업,계약불이행(불완전이행),광주광역시,1
가구,가구리폼·수리업,계약불이행(불완전이행),대구광역시,3
가구,가구리폼·수리업,계약불이행(불완전이행),대전광역시,1
가구,가구리폼·수리업,계약불이행(불완전이행),부산광역시,2
가구,가구리폼·수리업,계약불이행(불완전이행),서울특별시,9
가구,가구리폼·수리업,계약불이행(불완전이행),세종특별자치시,1
가구,가구리폼·수리업,계약불이행(불완전이행),인천광역시,2
가구,가구리폼·수리업,계약불이행(불완전이행),제주특별자치도,1
가구,가구리폼·수리업,계약불이행(불완전이행),충청남도,2
가구,가구리폼·수리업,계약불이행(불완전이행),해외 및 기타,1
가구,가구리폼·수리업,계약해제.해지/위약금,강원도,2
가구,가구리폼·수리업,계약해제.해지/위약금,경기도,8
가구,가구리폼·수리업,계약해제.해지/위약금,경상북도,2
가구,가구리폼·수리업,계약해제.해지/위약금,광주광역시,2
가구,가구리폼·수리업,계약해제.해지/위약금,부산광역시,1
가구,가구리폼·수리업,계약해제.해지/위약금,서울특별시,8
가구,가구리폼·수리업,계약해제.해지/위약금,세종특별자치시,1
가구,가구리폼·수리업,계약해제.해지/위약금,인천광역시,1
가구,가구리폼·수리업,계약해제.해지/위약금,전라남도,1
가구,가구리폼·수리업,계약해제.해지/위약금,충청남도,1
가구,가구리폼·수리업,계약해제.해지/위약금,충청북도,1
가구,가구리폼·수리업,계약해제.해지/위약금,해외 및 기타,1
가구,가구리폼·수리업,단순문의.상담,경기도,4
가구,가구리폼·수리업,단순문의.상담,광주광역시,1
가구,가구리폼·수리업,단순문의.상담,대전광역시,1
가구,가구리폼·수리업,단순문의.상담,서울특별시,4
가구,가구리폼·수리업,단순문의.상담,인천광역시,2
가구,가구리폼·수리업,단순문의.상담,전라남도,1
가구,가구리폼·수리업,단순문의.상담,제주특별자치도,1
가구,가구리폼·수리업,단순문의.상담,해외 및 기타,1
가구,가구리폼·수리업,무능력자계약,경기도,1
가구,가구리폼·수리업,미상,경기도,1
가구,가구리폼·수리업,미상,대전광역시,1
가구,가구리폼·수리업,부당행위,경기도,8
가구,가구리폼·수리업,부당행위,경상북도,2
가구,가구리폼·수리업,부당행위,광주광역시,1
가구,가구리폼·수리업,부당행위,부산광역시,1
가구,가구리폼·수리업,부당행위,서울특별시,3
가구,가구리폼·수리업,부당행위,인천광역시,1
가구,가구리폼·수리업,안전(제품/시설),경기도,1
가구,가구리폼·수리업,이자.수수료,경기도,1
가구,가구리폼·수리업,청약철회,경상남도,1
가구,가구리폼·수리업,청약철회,광주광역시,1
가구,가구리폼·수리업,청약철회,대구광역시,1
가구,가구리폼·수리업,청약철회,미상,1
가구,가구리폼·수리업,청약철회,부산광역시,1
가구,가구리폼·수리업,청약철회,서울특별시,3
가구,가구리폼·수리업,청약철회,충청남도,1
가구,가구리폼·수리업,품질(물품/용역),경기도,10
가구,가구리폼·수리업,품질(물품/용역),경상남도,2
가구,가구리폼·수리업,품질(물품/용역),경상북도,1
가구,가구리폼·수리업,품질(물품/용역),광주광역시,1
가구,가구리폼·수리업,품질(물품/용역),대구광역시,1
가구,가구리폼·수리업,품질(물품/용역),부산광역시,3
가구,가구리폼·수리업,품질(물품/용역),서울특별시,13
가구,가구리폼·수리업,품질(물품/용역),인천광역시,1
가구,가구리폼·수리업,품질(물품/용역),전라남도,4
가구,가구리폼·수리업,품질(물품/용역),전북특별자치도,1
가구,가구리폼·수리업,품질(물품/용역),제주특별자치도,1
가구,가구리폼·수리업,품질(물품/용역),충청남도,2
가구,기타가구,AS불만,강원도,4
가구,기타가구,AS불만,경기도,122
가구,기타가구,AS불만,경상남도,18
가구,기타가구,AS불만,경상북도,7
가구,기타가구,AS불만,광주광역시,10
가구,기타가구,AS불만,대구광역시,8
가구,기타가구,AS불만,대전광역시,13
가구,기타가구,AS불만,부산광역시,21
가구,기타가구,AS불만,서울특별시,89
가구,기타가구,AS불만,세종특별자치시,4
가구,기타가구,AS불만,울산광역시,4
가구,기타가구,AS불만,인천광역시,29
가구,기타가구,AS불만,전라남도,7
가구,기타가구,AS불만,전북특별자치도,9
가구,기타가구,AS불만,제주특별자치도,3
가구,기타가구,AS불만,충청남도,22
가구,기타가구,AS불만,충청북도,11
가구,기타가구,AS불만,해외 및 기타,2
가구,기타가구,가격.요금,강원도,4
가구,기타가구,가격.요금,경기도,72
가구,기타가구,가격.요금,경상남도,2
가구,기타가구,가격.요금,경상북도,7
가구,기타가구,가격.요금,광주광역시,11
가구,기타가구,가격.요금,대구광역시,6
가구,기타가구,가격.요금,대전광역시,5
가구,기타가구,가격.요금,부산광역시,17
가구,기타가구,가격.요금,서울특별시,44
가구,기타가구,가격.요금,세종특별자치시,5
가구,기타가구,가격.요금,울산광역시,1
가구,기타가구,가격.요금,인천광역시,8
가구,기타가구,가격.요금,전라남도,8
가구,기타가구,가격.요금,전북특별자치도,14
가구,기타가구,가격.요금,제주특별자치도,2
가구,기타가구,가격.요금,충청남도,12
가구,기타가구,가격.요금,충청북도,3
가구,기타가구,가격.요금,해외 및 기타,2
가구,기타가구,거래관행,강원도,4
가구,기타가구,거래관행,경기도,31
가구,기타가구,거래관행,경상남도,9
가구,기타가구,거래관행,경상북도,4
가구,기타가구,거래관행,광주광역시,2
가구,기타가구,거래관행,대구광역시,7
가구,기타가구,거래관행,대전광역시,4
가구,기타가구,거래관행,미상,1
가구,기타가구,거래관행,부산광역시,6
가구,기타가구,거래관행,서울특별시,13
가구,기타가구,거래관행,세종특별자치시,1
가구,기타가구,거래관행,울산광역시,1
가구,기타가구,거래관행,인천광역시,2
가구,기타가구,거래관행,전라남도,2
가구,기타가구,거래관행,전북특별자치도,8
가구,기타가구,거래관행,제주특별자치도,2
가구,기타가구,거래관행,충청남도,5
가구,기타가구,거래관행,충청북도,4
가구,기타가구,거래관행,해외 및 기타,2
가구,기타가구,계약불이행(불완전이행),강원도,32
가구,기타가구,계약불이행(불완전이행),경기도,486
가구,기타가구,계약불이행(불완전이행),경상남도,68
가구,기타가구,계약불이행(불완전이행),경상북도,44
가구,기타가구,계약불이행(불완전이행),광주광역시,36
가구,기타가구,계약불이행(불완전이행),대구광역시,55
가구,기타가구,계약불이행(불완전이행),대전광역시,52
가구,기타가구,계약불이행(불완전이행),미상,1
가구,기타가구,계약불이행(불완전이행),부산광역시,93
가구,기타가구,계약불이행(불완전이행),서울특별시,307
가구,기타가구,계약불이행(불완전이행),세종특별자치시,22
가구,기타가구,계약불이행(불완전이행),울산광역시,20
가구,기타가구,계약불이행(불완전이행),인천광역시,86
가구,기타가구,계약불이행(불완전이행),전라남도,37
가구,기타가구,계약불이행(불완전이행),전북특별자치도,33
가구,기타가구,계약불이행(불완전이행),제주특별자치도,19
가구,기타가구,계약불이행(불완전이행),충청남도,66
가구,기타가구,계약불이행(불완전이행),충청북도,45
가구,기타가구,계약불이행(불완전이행),해외 및 기타,11
가구,기타가구,계약해제.해지/위약금,강원도,53
가구,기타가구,계약해제.해지/위약금,경기도,539
가구,기타가구,계약해제.해지/위약금,경상남도,111
가구,기타가구,계약해제.해지/위약금,경상북도,101
가구,기타가구,계약해제.해지/위약금,광주광역시,39
가구,기타가구,계약해제.해지/위약금,대구광역시,142
가구,기타가구,계약해제.해지/위약금,대전광역시,93
가구,기타가구,계약해제.해지/위약금,미상,1
가구,기타가구,계약해제.해지/위약금,부산광역시,167
가구,기타가구,계약해제.해지/위약금,서울특별시,288
가구,기타가구,계약해제.해지/위약금,세종특별자치시,12
가구,기타가구,계약해제.해지/위약금,울산광역시,35
가구,기타가구,계약해제.해지/위약금,인천광역시,77
가구,기타가구,계약해제.해지/위약금,전라남도,25
가구,기타가구,계약해제.해지/위약금,전북특별자치도,51
가구,기타가구,계약해제.해지/위약금,제주특별자치도,14
가구,기타가구,계약해제.해지/위약금,충청남도,89
가구,기타가구,계약해제.해지/위약금,충청북도,44
가구,기타가구,계약해제.해지/위약금,해외 및 기타,33
가구,기타가구,단순문의.상담,강원도,11
가구,기타가구,단순문의.상담,경기도,134
가구,기타가구,단순문의.상담,경상남도,22
가구,기타가구,단순문의.상담,경상북도,20
가구,기타가구,단순문의.상담,광주광역시,12
가구,기타가구,단순문의.상담,대구광역시,21
가구,기타가구,단순문의.상담,대전광역시,24
가구,기타가구,단순문의.상담,미상,1
가구,기타가구,단순문의.상담,부산광역시,39
가구,기타가구,단순문의.상담,서울특별시,110
가구,기타가구,단순문의.상담,세종특별자치시,5
가구,기타가구,단순문의.상담,울산광역시,5
가구,기타가구,단순문의.상담,인천광역시,37
가구,기타가구,단순문의.상담,전라남도,6
가구,기타가구,단순문의.상담,전북특별자치도,15
가구,기타가구,단순문의.상담,제주특별자치도,2
가구,기타가구,단순문의.상담,충청남도,27
가구,기타가구,단순문의.상담,충청북도,10
가구,기타가구,단순문의.상담,해외 및 기타,27
가구,기타가구,무능력자계약,경기도,1
가구,기타가구,무능력자계약,부산광역시,1
가구,기타가구,무능력자계약,충청남도,1
가구,기타가구,미상,강원도,1
가구,기타가구,미상,경기도,16
가구,기타가구,미상,경상북도,3
가구,기타가구,미상,대구광역시,1
가구,기타가구,미상,대전광역시,3
가구,기타가구,미상,미상,5
가구,기타가구,미상,부산광역시,2
가구,기타가구,미상,서울특별시,13
가구,기타가구,미상,인천광역시,3
가구,기타가구,미상,충청남도,2
가구,기타가구,법.제도,강원도,1
가구,기타가구,법.제도,경기도,4
가구,기타가구,법.제도,광주광역시,1
가구,기타가구,법.제도,서울특별시,2
가구,기타가구,부당채권추심,충청북도,1
가구,기타가구,부당행위,강원도,7
가구,기타가구,부당행위,경기도,76
가구,기타가구,부당행위,경상남도,10
가구,기타가구,부당행위,경상북도,15
가구,기타가구,부당행위,광주광역시,5
가구,기타가구,부당행위,대구광역시,11
가구,기타가구,부당행위,대전광역시,5
가구,기타가구,부당행위,미상,1
가구,기타가구,부당행위,부산광역시,12
가구,기타가구,부당행위,서울특별시,55
가구,기타가구,부당행위,세종특별자치시,1
가구,기타가구,부당행위,울산광역시,3
가구,기타가구,부당행위,인천광역시,19
가구,기타가구,부당행위,전라남도,6
가구,기타가구,부당행위,전북특별자치도,6
가구,기타가구,부당행위,제주특별자치도,3
가구,기타가구,부당행위,충청남도,4
가구,기타가구,부당행위,충청북도,2
가구,기타가구,부당행위,해외 및 기타,3
가구,기타가구,안전(제품/시설),경기도,16
가구,기타가구,안전(제품/시설),경상남도,3
가구,기타가구,안전(제품/시설),광주광역시,3
가구,기타가구,안전(제품/시설),대구광역시,1
가구,기타가구,안전(제품/시설),대전광역시,1
가구,기타가구,안전(제품/시설),부산광역시,1
가구,기타가구,안전(제품/시설),서울특별시,10
가구,기타가구,안전(제품/시설),인천광역시,4
가구,기타가구,안전(제품/시설),전라남도,2
가구,기타가구,안전(제품/시설),전북특별자치도,1
가구,기타가구,안전(제품/시설),제주특별자치도,1
가구,기타가구,안전(제품/시설),충청남도,2
가구,기타가구,안전(제품/시설),충청북도,1
가구,기타가구,안전(제품/시설),해외 및 기타,1
가구,기타가구,약관,경기도,10
가구,기타가구,약관,경상남도,1
가구,기타가구,약관,경상북도,2
가구,기타가구,약관,대구광역시,3
가구,기타가구,약관,대전광역시,7
가구,기타가구,약관,부산광역시,2
가구,기타가구,약관,서울특별시,11
가구,기타가구,약관,세종특별자치시,1
가구,기타가구,약관,인천광역시,3
가구,기타가구,약관,충청남도,36
가구,기타가구,약관,충청북도,9
가구,기타가구,이자.수수료,경기도,9
가구,기타가구,이자.수수료,경상남도,2
가구,기타가구,이자.수수료,경상북도,4
가구,기타가구,이자.수수료,광주광역시,2
가구,기타가구,이자.수수료,대구광역시,1
가구,기타가구,이자.수수료,대전광역시,2
가구,기타가구,이자.수수료,부산광역시,2
가구,기타가구,이자.수수료,서울특별시,3
가구,기타가구,이자.수수료,인천광역시,4
가구,기타가구,이자.수수료,전북특별자치도,3
가구,기타가구,이자.수수료,충청남도,1
가구,기타가구,이자.수수료,충청북도,2
가구,기타가구,청약철회,강원도,32
가구,기타가구,청약철회,경기도,396
가구,기타가구,청약철회,경상남도,47
가구,기타가구,청약철회,경상북도,41
가구,기타가구,청약철회,광주광역시,33
가구,기타가구,청약철회,대구광역시,69
가구,기타가구,청약철회,대전광역시,68
가구,기타가구,청약철회,부산광역시,86
가구,기타가구,청약철회,서울특별시,346
가구,기타가구,청약철회,세종특별자치시,15
가구,기타가구,청약철회,울산광역시,17
가구,기타가구,청약철회,인천광역시,75
가구,기타가구,청약철회,전라남도,27
가구,기타가구,청약철회,전북특별자치도,36
가구,기타가구,청약철회,제주특별자치도,8
가구,기타가구,청약철회,충청남도,62
가구,기타가구,청약철회,충청북도,33
가구,기타가구,청약철회,해외 및 기타,8
가구,기타가구,표시.광고,강원도,4
가구,기타가구,표시.광고,경기도,59
가구,기타가구,표시.광고,경상남도,10
가구,기타가구,표시.광고,경상북도,3
가구,기타가구,표시.광고,광주광역시,3
가구,기타가구,표시.광고,대구광역시,4
가구,기타가구,표시.광고,대전광역시,10
가구,기타가구,표시.광고,부산광역시,9
가구,기타가구,표시.광고,서울특별시,65
가구,기타가구,표시.광고,세종특별자치시,1
가구,기타가구,표시.광고,울산광역시,2
가구,기타가구,표시.광고,인천광역시,15
가구,기타가구,표시.광고,전라남도,2
가구,기타가구,표시.광고,전북특별자치도,1
가구,기타가구,표시.광고,제주특별자치도,1
가구,기타가구,표시.광고,충청남도,6
가구,기타가구,표시.광고,충청북도,5
가구,기타가구,표시.광고,해외 및 기타,2
가구,기타가구,품질(물품/용역),강원도,39
가구,기타가구,품질(물품/용역),경기도,675
가구,기타가구,품질(물품/용역),경상남도,98
가구,기타가구,품질(물품/용역),경상북도,72
가구,기타가구,품질(물품/용역),광주광역시,68
가구,기타가구,품질(물품/용역),대구광역시,103
가구,기타가구,품질(물품/용역),대전광역시,67
가구,기타가구,품질(물품/용역),미상,3
가구,기타가구,품질(물품/용역),부산광역시,153
가구,기타가구,품질(물품/용역),서울특별시,452
가구,기타가구,품질(물품/용역),세종특별자치시,26
가구,기타가구,품질(물품/용역),울산광역시,40
가구,기타가구,품질(물품/용역),인천광역시,136
가구,기타가구,품질(물품/용역),전라남도,69
가구,기타가구,품질(물품/용역),전북특별자치도,75
가구,기타가구,품질(물품/용역),제주특별자치도,25
가구,기타가구,품질(물품/용역),충청남도,104
가구,기타가구,품질(물품/용역),충청북도,57
가구,기타가구,품질(물품/용역),해외 및 기타,26
가구,세트가구류,AS불만,강원도,4
가구,세트가구류,AS불만,경기도,54
가구,세트가구류,AS불만,경상남도,25
가구,세트가구류,AS불만,경상북도,3
가구,세트가구류,AS불만,광주광역시,3
가구,세트가구류,AS불만,대구광역시,6
가구,세트가구류,AS불만,대전광역시,11
가구,세트가구류,AS불만,부산광역시,13
가구,세트가구류,AS불만,서울특별시,32
가구,세트가구류,AS불만,세종특별자치시,2
가구,세트가구류,AS불만,울산광역시,1
가구,세트가구류,AS불만,인천광역시,7
가구,세트가구류,AS불만,전라남도,1
가구,세트가구류,AS불만,전북특별자치도,4
가구,세트가구류,AS불만,충청남도,6
가구,세트가구류,AS불만,충청북도,12
가구,세트가구류,가격.요금,강원도,2
가구,세트가구류,가격.요금,경기도,17
가구,세트가구류,가격.요금,경상남도,6
가구,세트가구류,가격.요금,대구광역시,3
가구,세트가구류,가격.요금,대전광역시,2
가구,세트가구류,가격.요금,부산광역시,8
가구,세트가구류,가격.요금,서울특별시,18
가구,세트가구류,가격.요금,울산광역시,1
가구,세트가구류,가격.요금,인천광역시,6
가구,세트가구류,가격.요금,전라남도,2
가구,세트가구류,가격.요금,전북특별자치도,1
가구,세트가구류,가격.요금,충청남도,2
가구,세트가구류,가격.요금,충청북도,1
가구,세트가구류,가격.요금,해외 및 기타,1
가구,세트가구류,거래관행,강원도,1
가구,세트가구류,거래관행,경기도,9
가구,세트가구류,거래관행,경상남도,16
가구,세트가구류,거래관행,경상북도,2
가구,세트가구류,거래관행,광주광역시,1
가구,세트가구류,거래관행,대구광역시,2
가구,세트가구류,거래관행,대전광역시,2
가구,세트가구류,거래관행,부산광역시,6
가구,세트가구류,거래관행,서울특별시,4
가구,세트가구류,거래관행,인천광역시,2
가구,세트가구류,거래관행,전북특별자치도,2
가구,세트가구류,거래관행,충청남도,2
가구,세트가구류,계약불이행(불완전이행),강원도,13
가구,세트가구류,계약불이행(불완전이행),경기도,164
가구,세트가구류,계약불이행(불완전이행),경상남도,72
가구,세트가구류,계약불이행(불완전이행),경상북도,17
가구,세트가구류,계약불이행(불완전이행),광주광역시,8
가구,세트가구류,계약불이행(불완전이행),대구광역시,37
가구,세트가구류,계약불이행(불완전이행),대전광역시,16
가구,세트가구류,계약불이행(불완전이행),미상,1
가구,세트가구류,계약불이행(불완전이행),부산광역시,44
가구,세트가구류,계약불이행(불완전이행),서울특별시,122
가구,세트가구류,계약불이행(불완전이행),세종특별자치시,3
가구,세트가구류,계약불이행(불완전이행),울산광역시,8
가구,세트가구류,계약불이행(불완전이행),인천광역시,38
가구,세트가구류,계약불이행(불완전이행),전라남도,14
가구,세트가구류,계약불이행(불완전이행),전북특별자치도,16
가구,세트가구류,계약불이행(불완전이행),제주특별자치도,7
가구,세트가구류,계약불이행(불완전이행),충청남도,29
가구,세트가구류,계약불이행(불완전이행),충청북도,12
가구,세트가구류,계약불이행(불완전이행),해외 및 기타,3
가구,세트가구류,계약해제.해지/위약금,강원도,51
가구,세트가구류,계약해제.해지/위약금,경기도,293
가구,세트가구류,계약해제.해지/위약금,경상남도,159
가구,세트가구류,계약해제.해지/위약금,경상북도,75
가구,세트가구류,계약해제.해지/위약금,광주광역시,23
가구,세트가구류,계약해제.해지/위약금,대구광역시,119
가구,세트가구류,계약해제.해지/위약금,대전광역시,28
가구,세트가구류,계약해제.해지/위약금,미상,1
가구,세트가구류,계약해제.해지/위약금,부산광역시,156
가구,세트가구류,계약해제.해지/위약금,서울특별시,168
가구,세트가구류,계약해제.해지/위약금,세종특별자치시,5
가구,세트가구류,계약해제.해지/위약금,울산광역시,37
가구,세트가구류,계약해제.해지/위약금,인천광역시,67
가구,세트가구류,계약해제.해지/위약금,전라남도,13
가구,세트가구류,계약해제.해지/위약금,전북특별자치도,25
가구,세트가구류,계약해제.해지/위약금,제주특별자치도,4
가구,세트가구류,계약해제.해지/위약금,충청남도,34
가구,세트가구류,계약해제.해지/위약금,충청북도,15
가구,세트가구류,계약해제.해지/위약금,해외 및 기타,5
가구,세트가구류,단순문의.상담,강원도,6
가구,세트가구류,단순문의.상담,경기도,52
가구,세트가구류,단순문의.상담,경상남도,6
가구,세트가구류,단순문의.상담,경상북도,4
가구,세트가구류,단순문의.상담,광주광역시,5
가구,세트가구류,단순문의.상담,대구광역시,10
가구,세트가구류,단순문의.상담,대전광역시,7
가구,세트가구류,단순문의.상담,부산광역시,13
가구,세트가구류,단순문의.상담,서울특별시,38
가구,세트가구류,단순문의.상담,세종특별자치시,2
가구,세트가구류,단순문의.상담,울산광역시,2
가구,세트가구류,단순문의.상담,인천광역시,11
가구,세트가구류,단순문의.상담,전라남도,2
가구,세트가구류,단순문의.상담,전북특별자치도,5
가구,세트가구류,단순문의.상담,충청남도,8
가구,세트가구류,단순문의.상담,충청북도,7
가구,세트가구류,단순문의.상담,해외 및 기타,4
가구,세트가구류,미상,강원도,2
가구,세트가구류,미상,경기도,4
가구,세트가구류,미상,대구광역시,1
가구,세트가구류,미상,부산광역시,1
가구,세트가구류,미상,서울특별시,3
가구,세트가구류,미상,세종특별자치시,1
가구,세트가구류,미상,인천광역시,1
가구,세트가구류,미상,충청남도,2
가구,세트가구류,미상,충청북도,2
가구,세트가구류,법.제도,대구광역시,1
가구,세트가구류,법.제도,서울특별시,1
가구,세트가구류,부당채권추심,대구광역시,1
가구,세트가구류,부당행위,경기도,38
가구,세트가구류,부당행위,경상남도,5
가구,세트가구류,부당행위,경상북도,2
가구,세트가구류,부당행위,대구광역시,4
가구,세트가구류,부당행위,미상,1
가구,세트가구류,부당행위,부산광역시,6
가구,세트가구류,부당행위,서울특별시,30
가구,세트가구류,부당행위,울산광역시,3
가구,세트가구류,부당행위,인천광역시,6
가구,세트가구류,부당행위,전라남도,6
가구,세트가구류,부당행위,전북특별자치도,1
가구,세트가구류,부당행위,충청남도,3
가구,세트가구류,부당행위,충청북도,1
가구,세트가구류,안전(제품/시설),경기도,11
가구,세트가구류,안전(제품/시설),경상남도,11
가구,세트가구류,안전(제품/시설),대구광역시,4
가구,세트가구류,안전(제품/시설),대전광역시,1
가구,세트가구류,안전(제품/시설),서울특별시,3
가구,세트가구류,안전(제품/시설),세종특별자치시,1
가구,세트가구류,안전(제품/시설),울산광역시,1
가구,세트가구류,안전(제품/시설),인천광역시,2
가구,세트가구류,안전(제품/시설),전라남도,1
가구,세트가구류,안전(제품/시설),전북특별자치도,1
가구,세트가구류,약관,경기도,5
가구,세트가구류,약관,대전광역시,1
가구,세트가구류,약관,부산광역시,1
가구,세트가구류,약관,서울특별시,3
가구,세트가구류,약관,인천광역시,1
가구,세트가구류,약관,충청남도,3
가구,세트가구류,약관,충청북도,2
가구,세트가구류,이자.수수료,경기도,4
가구,세트가구류,이자.수수료,대구광역시,1
가구,세트가구류,이자.수수료,서울특별시,2
가구,세트가구류,이자.수수료,전북특별자치도,1
가구,세트가구류,이자.수수료,충청남도,1
가구,세트가구류,청약철회,강원도,11
가구,세트가구류,청약철회,경기도,119
가구,세트가구류,청약철회,경상남도,24
가구,세트가구류,청약철회,경상북도,11
가구,세트가구류,청약철회,광주광역시,11
가구,세트가구류,청약철회,대구광역시,26
가구,세트가구류,청약철회,대전광역시,17
가구,세트가구류,청약철회,미상,2
가구,세트가구류,청약철회,부산광역시,38
가구,세트가구류,청약철회,서울특별시,110
가구,세트가구류,청약철회,세종특별자치시,2
가구,세트가구류,청약철회,울산광역시,4
가구,세트가구류,청약철회,인천광역시,10
가구,세트가구류,청약철회,전라남도,11
가구,세트가구류,청약철회,전북특별자치도,3
가구,세트가구류,청약철회,제주특별자치도,2
가구,세트가구류,청약철회,충청남도,18
가구,세트가구류,청약철회,충청북도,7
가구,세트가구류,청약철회,해외 및 기타,2
가구,세트가구류,표시.광고,강원도,4
가구,세트가구류,표시.광고,경기도,23
가구,세트가구류,표시.광고,경상남도,6
가구,세트가구류,표시.광고,경상북도,1
가구,세트가구류,표시.광고,광주광역시,3
가구,세트가구류,표시.광고,대구광역시,2
가구,세트가구류,표시.광고,대전광역시,1
가구,세트가구류,표시.광고,부산광역시,5
가구,세트가구류,표시.광고,서울특별시,13
가구,세트가구류,표시.광고,세종특별자치시,1
가구,세트가구류,표시.광고,울산광역시,1
가구,세트가구류,표시.광고,인천광역시,3
가구,세트가구류,표시.광고,전라남도,1
가구,세트가구류,표시.광고,전북특별자치도,2
가구,세트가구류,표시.광고,제주특별자치도,1
가구,세트가구류,표시.광고,충청남도,3
가구,세트가구류,표시.광고,충청북도,1
가구,세트가구류,품질(물품/용역),강원도,22
가구,세트가구류,품질(물품/용역),경기도,239
가구,세트가구류,품질(물품/용역),경상남도,111
가구,세트가구류,품질(물품/용역),경상북도,28
가구,세트가구류,품질(물품/용역),광주광역시,36
가구,세트가구류,품질(물품/용역),대구광역시,69
가구,세트가구류,품질(물품/용역),대전광역시,19
가구,세트가구류,품질(물품/용역),미상,2
가구,세트가구류,품질(물품/용역),부산광역시,59
가구,세트가구류,품질(물품/용역),서울특별시,140
가구,세트가구류,품질(물품/용역),세종특별자치시,6
가구,세트가구류,품질(물품/용역),울산광역시,11
가구,세트가구류,품질(물품/용역),인천광역시,45
가구,세트가구류,품질(물품/용역),전라남도,19
가구,세트가구류,품질(물품/용역),전북특별자치도,32
가구,세트가구류,품질(물품/용역),제주특별자치도,7
가구,세트가구류,품질(물품/용역),충청남도,25
가구,세트가구류,품질(물품/용역),충청북도,18
가구,세트가구류,품질(물품/용역),해외 및 기타,5
가구,의자류,AS불만,강원도,17
가구,의자류,AS불만,경기도,448
가구,의자류,AS불만,경상남도,57
가구,의자류,AS불만,경상북도,32
가구,의자류,AS불만,광주광역시,36
가구,의자류,AS불만,대구광역시,56
가구,의자류,AS불만,대전광역시,49
가구,의자류,AS불만,미상,1
가구,의자류,AS불만,부산광역시,65
가구,의자류,AS불만,서울특별시,236
가구,의자류,AS불만,세종특별자치시,18
가구,의자류,AS불만,울산광역시,19
가구,의자류,AS불만,인천광역시,89
가구,의자류,AS불만,전라남도,26
가구,의자류,AS불만,전북특별자치도,35
가구,의자류,AS불만,제주특별자치도,13
가구,의자류,AS불만,충청남도,73
가구,의자류,AS불만,충청북도,24
가구,의자류,AS불만,해외 및 기타,2
가구,의자류,가격.요금,강원도,3
가구,의자류,가격.요금,경기도,73
가구,의자류,가격.요금,경상남도,15
가구,의자류,가격.요금,경상북도,5
가구,의자류,가격.요금,광주광역시,4
가구,의자류,가격.요금,대구광역시,10
가구,의자류,가격.요금,대전광역시,6
가구,의자류,가격.요금,부산광역시,13
가구,의자류,가격.요금,서울특별시,47
가구,의자류,가격.요금,울산광역시,7
가구,의자류,가격.요금,인천광역시,10
가구,의자류,가격.요금,전라남도,5
가구,의자류,가격.요금,전북특별자치도,5
가구,의자류,가격.요금,제주특별자치도,5
가구,의자류,가격.요금,충청남도,6
가구,의자류,가격.요금,충청북도,3
가구,의자류,가격.요금,해외 및 기타,1
가구,의자류,거래관행,강원도,4
가구,의자류,거래관행,경기도,17
가구,의자류,거래관행,경상남도,4
가구,의자류,거래관행,경상북도,9
가구,의자류,거래관행,대구광역시,7
가구,의자류,거래관행,대전광역시,5
가구,의자류,거래관행,부산광역시,5
가구,의자류,거래관행,서울특별시,14
가구,의자류,거래관행,세종특별자치시,2
가구,의자류,거래관행,인천광역시,3
가구,의자류,거래관행,전라남도,1
가구,의자류,거래관행,전북특별자치도,4
가구,의자류,거래관행,제주특별자치도,1
가구,의자류,거래관행,충청남도,5
가구,의자류,거래관행,충청북도,3
가구,의자류,거래관행,해외 및 기타,3
가구,의자류,계약불이행(불완전이행),강원도,38
가구,의자류,계약불이행(불완전이행),경기도,635
가구,의자류,계약불이행(불완전이행),경상남도,98
가구,의자류,계약불이행(불완전이행),경상북도,56
가구,의자류,계약불이행(불완전이행),광주광역시,50
가구,의자류,계약불이행(불완전이행),대구광역시,82
가구,의자류,계약불이행(불완전이행),대전광역시,64
가구,의자류,계약불이행(불완전이행),미상,3
가구,의자류,계약불이행(불완전이행),부산광역시,108
가구,의자류,계약불이행(불완전이행),서울특별시,429
가구,의자류,계약불이행(불완전이행),세종특별자치시,24
가구,의자류,계약불이행(불완전이행),울산광역시,28
