대분류,중분류,불만유형,지역,건수
스포츠·레저·취미용품,스포츠·레저기구·용품등,이자.수수료,광주광역시,1
스포츠·레저·취미용품,스포츠·레저기구·용품등,이자.수수료,대구광역시,3
스포츠·레저·취미용품,스포츠·레저기구·용품등,이자.수수료,부산광역시,3
스포츠·레저·취미용품,스포츠·레저기구·용품등,이자.수수료,서울특별시,12
스포츠·레저·취미용품,스포츠·레저기구·용품등,이자.수수료,인천광역시,2
스포츠·레저·취미용품,스포츠·레저기구·용품등,이자.수수료,전라남도,2
스포츠·레저·취미용품,스포츠·레저기구·용품등,이자.수수료,전북특별자치도,2
스포츠·레저·취미용품,스포츠·레저기구·용품등,이자.수수료,제주특별자치도,3
스포츠·레저·취미용품,스포츠·레저기구·용품등,이자.수수료,충청북도,1
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,강원도,41
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,경기도,568
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,경상남도,72
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,경상북도,51
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,광주광역시,39
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,대구광역시,70
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,대전광역시,37
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,미상,1
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,부산광역시,91
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,서울특별시,346
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,세종특별자치시,15
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,울산광역시,27
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,인천광역시,98
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,전라남도,31
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,전북특별자치도,49
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,제주특별자치도,15
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,충청남도,70
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,충청북도,32
스포츠·레저·취미용품,스포츠·레저기구·용품등,청약철회,해외 및 기타,8
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,강원도,8
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,경기도,110
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,경상남도,9
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,경상북도,12
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,광주광역시,10
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,대구광역시,5
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,대전광역시,11
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,미상,1
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,부산광역시,22
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,서울특별시,85
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,세종특별자치시,4
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,울산광역시,2
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,인천광역시,22
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,전라남도,11
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,전북특별자치도,11
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,제주특별자치도,4
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,충청남도,19
스포츠·레저·취미용품,스포츠·레저기구·용품등,표시.광고,충청북도,4
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),강원도,94
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),경기도,1077
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),경상남도,173
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),경상북도,121
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),광주광역시,85
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),대구광역시,151
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),대전광역시,90
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),미상,3
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),부산광역시,195
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),서울특별시,734
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),세종특별자치시,38
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),울산광역시,61
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),인천광역시,153
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),전라남도,61
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),전북특별자치도,102
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),제주특별자치도,53
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),충청남도,120
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),충청북도,88
스포츠·레저·취미용품,스포츠·레저기구·용품등,품질(물품/용역),해외 및 기타,25
스포츠·레저·취미용품,완구·인형,AS불만,강원도,3
스포츠·레저·취미용품,완구·인형,AS불만,경기도,84
스포츠·레저·취미용품,완구·인형,AS불만,경상남도,5
스포츠·레저·취미용품,완구·인형,AS불만,경상북도,3
스포츠·레저·취미용품,완구·인형,AS불만,광주광역시,2
스포츠·레저·취미용품,완구·인형,AS불만,대구광역시,13
스포츠·레저·취미용품,완구·인형,AS불만,대전광역시,8
스포츠·레저·취미용품,완구·인형,AS불만,부산광역시,20
스포츠·레저·취미용품,완구·인형,AS불만,서울특별시,49
스포츠·레저·취미용품,완구·인형,AS불만,세종특별자치시,1
스포츠·레저·취미용품,완구·인형,AS불만,울산광역시,2
스포츠·레저·취미용품,완구·인형,AS불만,인천광역시,18
스포츠·레저·취미용품,완구·인형,AS불만,전라남도,3
스포츠·레저·취미용품,완구·인형,AS불만,전북특별자치도,1
스포츠·레저·취미용품,완구·인형,AS불만,제주특별자치도,1
스포츠·레저·취미용품,완구·인형,AS불만,충청남도,10
스포츠·레저·취미용품,완구·인형,AS불만,충청북도,7
스포츠·레저·취미용품,완구·인형,가격.요금,강원도,1
스포츠·레저·취미용품,완구·인형,가격.요금,경기도,33
스포츠·레저·취미용품,완구·인형,가격.요금,경상남도,8
스포츠·레저·취미용품,완구·인형,가격.요금,경상북도,7
스포츠·레저·취미용품,완구·인형,가격.요금,광주광역시,3
스포츠·레저·취미용품,완구·인형,가격.요금,대구광역시,4
스포츠·레저·취미용품,완구·인형,가격.요금,대전광역시,2
스포츠·레저·취미용품,완구·인형,가격.요금,부산광역시,17
스포츠·레저·취미용품,완구·인형,가격.요금,서울특별시,35
스포츠·레저·취미용품,완구·인형,가격.요금,울산광역시,3
스포츠·레저·취미용품,완구·인형,가격.요금,인천광역시,8
스포츠·레저·취미용품,완구·인형,가격.요금,전라남도,5
스포츠·레저·취미용품,완구·인형,가격.요금,전북특별자치도,2
스포츠·레저·취미용품,완구·인형,가격.요금,충청남도,4
스포츠·레저·취미용품,완구·인형,가격.요금,충청북도,5
스포츠·레저·취미용품,완구·인형,가격.요금,해외 및 기타,1
스포츠·레저·취미용품,완구·인형,거래관행,경기도,16
스포츠·레저·취미용품,완구·인형,거래관행,경상남도,9
스포츠·레저·취미용품,완구·인형,거래관행,경상북도,1
스포츠·레저·취미용품,완구·인형,거래관행,광주광역시,3
스포츠·레저·취미용품,완구·인형,거래관행,대구광역시,5
스포츠·레저·취미용품,완구·인형,거래관행,대전광역시,1
스포츠·레저·취미용품,완구·인형,거래관행,부산광역시,12
스포츠·레저·취미용품,완구·인형,거래관행,서울특별시,24
스포츠·레저·취미용품,완구·인형,거래관행,울산광역시,2
스포츠·레저·취미용품,완구·인형,거래관행,인천광역시,4
스포츠·레저·취미용품,완구·인형,거래관행,전라남도,2
스포츠·레저·취미용품,완구·인형,거래관행,전북특별자치도,2
스포츠·레저·취미용품,완구·인형,거래관행,충청남도,6
스포츠·레저·취미용품,완구·인형,거래관행,충청북도,3
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),강원도,31
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),경기도,681
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),경상남도,112
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),경상북도,40
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),광주광역시,52
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),대구광역시,55
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),대전광역시,60
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),부산광역시,109
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),서울특별시,572
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),세종특별자치시,16
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),울산광역시,33
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),인천광역시,138
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),전라남도,36
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),전북특별자치도,47
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),제주특별자치도,13
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),충청남도,83
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),충청북도,57
스포츠·레저·취미용품,완구·인형,계약불이행(불완전이행),해외 및 기타,5
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,강원도,11
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,경기도,249
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,경상남도,42
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,경상북도,22
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,광주광역시,16
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,대구광역시,39
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,대전광역시,15
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,부산광역시,56
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,서울특별시,181
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,세종특별자치시,8
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,울산광역시,14
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,인천광역시,57
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,전라남도,10
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,전북특별자치도,14
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,제주특별자치도,9
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,충청남도,11
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,충청북도,14
스포츠·레저·취미용품,완구·인형,계약해제.해지/위약금,해외 및 기타,2
스포츠·레저·취미용품,완구·인형,단순문의.상담,강원도,8
스포츠·레저·취미용품,완구·인형,단순문의.상담,경기도,134
스포츠·레저·취미용품,완구·인형,단순문의.상담,경상남도,9
스포츠·레저·취미용품,완구·인형,단순문의.상담,경상북도,7
스포츠·레저·취미용품,완구·인형,단순문의.상담,광주광역시,6
스포츠·레저·취미용품,완구·인형,단순문의.상담,대구광역시,12
스포츠·레저·취미용품,완구·인형,단순문의.상담,대전광역시,8
스포츠·레저·취미용품,완구·인형,단순문의.상담,부산광역시,12
스포츠·레저·취미용품,완구·인형,단순문의.상담,서울특별시,126
스포츠·레저·취미용품,완구·인형,단순문의.상담,세종특별자치시,2
스포츠·레저·취미용품,완구·인형,단순문의.상담,울산광역시,2
스포츠·레저·취미용품,완구·인형,단순문의.상담,인천광역시,24
스포츠·레저·취미용품,완구·인형,단순문의.상담,전라남도,5
스포츠·레저·취미용품,완구·인형,단순문의.상담,전북특별자치도,5
스포츠·레저·취미용품,완구·인형,단순문의.상담,제주특별자치도,4
스포츠·레저·취미용품,완구·인형,단순문의.상담,충청남도,13
스포츠·레저·취미용품,완구·인형,단순문의.상담,충청북도,9
스포츠·레저·취미용품,완구·인형,단순문의.상담,해외 및 기타,6
스포츠·레저·취미용품,완구·인형,무능력자계약,경기도,3
스포츠·레저·취미용품,완구·인형,무능력자계약,광주광역시,1
스포츠·레저·취미용품,완구·인형,무능력자계약,부산광역시,1
스포츠·레저·취미용품,완구·인형,무능력자계약,서울특별시,2
스포츠·레저·취미용품,완구·인형,미상,강원도,3
스포츠·레저·취미용품,완구·인형,미상,경기도,35
스포츠·레저·취미용품,완구·인형,미상,경상남도,4
스포츠·레저·취미용품,완구·인형,미상,경상북도,5
스포츠·레저·취미용품,완구·인형,미상,광주광역시,1
스포츠·레저·취미용품,완구·인형,미상,대구광역시,1
스포츠·레저·취미용품,완구·인형,미상,대전광역시,6
스포츠·레저·취미용품,완구·인형,미상,미상,5
스포츠·레저·취미용품,완구·인형,미상,부산광역시,6
스포츠·레저·취미용품,완구·인형,미상,서울특별시,28
스포츠·레저·취미용품,완구·인형,미상,세종특별자치시,1
스포츠·레저·취미용품,완구·인형,미상,인천광역시,4
스포츠·레저·취미용품,완구·인형,미상,전라남도,1
스포츠·레저·취미용품,완구·인형,미상,전북특별자치도,3
스포츠·레저·취미용품,완구·인형,미상,충청남도,1
스포츠·레저·취미용품,완구·인형,미상,충청북도,3
스포츠·레저·취미용품,완구·인형,법.제도,경기도,6
스포츠·레저·취미용품,완구·인형,법.제도,서울특별시,5
스포츠·레저·취미용품,완구·인형,법.제도,인천광역시,2
스포츠·레저·취미용품,완구·인형,부당행위,강원도,6
스포츠·레저·취미용품,완구·인형,부당행위,경기도,113
스포츠·레저·취미용품,완구·인형,부당행위,경상남도,13
스포츠·레저·취미용품,완구·인형,부당행위,경상북도,7
스포츠·레저·취미용품,완구·인형,부당행위,광주광역시,7
스포츠·레저·취미용품,완구·인형,부당행위,대구광역시,9
스포츠·레저·취미용품,완구·인형,부당행위,대전광역시,16
스포츠·레저·취미용품,완구·인형,부당행위,부산광역시,30
스포츠·레저·취미용품,완구·인형,부당행위,서울특별시,193
스포츠·레저·취미용품,완구·인형,부당행위,세종특별자치시,6
스포츠·레저·취미용품,완구·인형,부당행위,울산광역시,8
스포츠·레저·취미용품,완구·인형,부당행위,인천광역시,33
스포츠·레저·취미용품,완구·인형,부당행위,전라남도,4
스포츠·레저·취미용품,완구·인형,부당행위,전북특별자치도,5
스포츠·레저·취미용품,완구·인형,부당행위,제주특별자치도,3
스포츠·레저·취미용품,완구·인형,부당행위,충청남도,7
스포츠·레저·취미용품,완구·인형,부당행위,충청북도,3
스포츠·레저·취미용품,완구·인형,부당행위,해외 및 기타,1
스포츠·레저·취미용품,완구·인형,안전(제품/시설),강원도,3
스포츠·레저·취미용품,완구·인형,안전(제품/시설),경기도,47
스포츠·레저·취미용품,완구·인형,안전(제품/시설),경상남도,4
스포츠·레저·취미용품,완구·인형,안전(제품/시설),경상북도,3
스포츠·레저·취미용품,완구·인형,안전(제품/시설),광주광역시,2
스포츠·레저·취미용품,완구·인형,안전(제품/시설),대구광역시,8
스포츠·레저·취미용품,완구·인형,안전(제품/시설),대전광역시,3
스포츠·레저·취미용품,완구·인형,안전(제품/시설),부산광역시,4
스포츠·레저·취미용품,완구·인형,안전(제품/시설),서울특별시,28
스포츠·레저·취미용품,완구·인형,안전(제품/시설),세종특별자치시,2
스포츠·레저·취미용품,완구·인형,안전(제품/시설),울산광역시,4
스포츠·레저·취미용품,완구·인형,안전(제품/시설),인천광역시,15
스포츠·레저·취미용품,완구·인형,안전(제품/시설),전북특별자치도,3
스포츠·레저·취미용품,완구·인형,안전(제품/시설),충청남도,2
스포츠·레저·취미용품,완구·인형,안전(제품/시설),충청북도,1
스포츠·레저·취미용품,완구·인형,안전(제품/시설),해외 및 기타,1
스포츠·레저·취미용품,완구·인형,약관,경기도,13
스포츠·레저·취미용품,완구·인형,약관,경상남도,4
스포츠·레저·취미용품,완구·인형,약관,대구광역시,1
스포츠·레저·취미용품,완구·인형,약관,대전광역시,6
스포츠·레저·취미용품,완구·인형,약관,부산광역시,2
스포츠·레저·취미용품,완구·인형,약관,서울특별시,14
스포츠·레저·취미용품,완구·인형,약관,세종특별자치시,1
스포츠·레저·취미용품,완구·인형,약관,전북특별자치도,1
스포츠·레저·취미용품,완구·인형,약관,충청남도,8
스포츠·레저·취미용품,완구·인형,약관,충청북도,1
스포츠·레저·취미용품,완구·인형,이자.수수료,경기도,6
스포츠·레저·취미용품,완구·인형,이자.수수료,경상남도,2
스포츠·레저·취미용품,완구·인형,이자.수수료,광주광역시,1
스포츠·레저·취미용품,완구·인형,이자.수수료,대구광역시,3
스포츠·레저·취미용품,완구·인형,이자.수수료,대전광역시,1
스포츠·레저·취미용품,완구·인형,이자.수수료,부산광역시,1
스포츠·레저·취미용품,완구·인형,이자.수수료,서울특별시,6
스포츠·레저·취미용품,완구·인형,이자.수수료,인천광역시,2
스포츠·레저·취미용품,완구·인형,청약철회,강원도,16
스포츠·레저·취미용품,완구·인형,청약철회,경기도,418
스포츠·레저·취미용품,완구·인형,청약철회,경상남도,41
스포츠·레저·취미용품,완구·인형,청약철회,경상북도,32
스포츠·레저·취미용품,완구·인형,청약철회,광주광역시,29
스포츠·레저·취미용품,완구·인형,청약철회,대구광역시,46
스포츠·레저·취미용품,완구·인형,청약철회,대전광역시,25
스포츠·레저·취미용품,완구·인형,청약철회,미상,1
스포츠·레저·취미용품,완구·인형,청약철회,부산광역시,63
스포츠·레저·취미용품,완구·인형,청약철회,서울특별시,314
스포츠·레저·취미용품,완구·인형,청약철회,세종특별자치시,6
스포츠·레저·취미용품,완구·인형,청약철회,울산광역시,13
스포츠·레저·취미용품,완구·인형,청약철회,인천광역시,60
스포츠·레저·취미용품,완구·인형,청약철회,전라남도,12
스포츠·레저·취미용품,완구·인형,청약철회,전북특별자치도,23
스포츠·레저·취미용품,완구·인형,청약철회,제주특별자치도,11
스포츠·레저·취미용품,완구·인형,청약철회,충청남도,32
스포츠·레저·취미용품,완구·인형,청약철회,충청북도,25
스포츠·레저·취미용품,완구·인형,청약철회,해외 및 기타,6
스포츠·레저·취미용품,완구·인형,표시.광고,강원도,1
스포츠·레저·취미용품,완구·인형,표시.광고,경기도,80
스포츠·레저·취미용품,완구·인형,표시.광고,경상남도,6
스포츠·레저·취미용품,완구·인형,표시.광고,경상북도,9
스포츠·레저·취미용품,완구·인형,표시.광고,광주광역시,9
스포츠·레저·취미용품,완구·인형,표시.광고,대구광역시,7
스포츠·레저·취미용품,완구·인형,표시.광고,대전광역시,2
스포츠·레저·취미용품,완구·인형,표시.광고,부산광역시,9
스포츠·레저·취미용품,완구·인형,표시.광고,서울특별시,46
스포츠·레저·취미용품,완구·인형,표시.광고,세종특별자치시,2
스포츠·레저·취미용품,완구·인형,표시.광고,울산광역시,4
스포츠·레저·취미용품,완구·인형,표시.광고,인천광역시,14
스포츠·레저·취미용품,완구·인형,표시.광고,전라남도,3
스포츠·레저·취미용품,완구·인형,표시.광고,전북특별자치도,3
스포츠·레저·취미용품,완구·인형,표시.광고,제주특별자치도,2
스포츠·레저·취미용품,완구·인형,표시.광고,충청남도,8
스포츠·레저·취미용품,완구·인형,표시.광고,충청북도,4
스포츠·레저·취미용품,완구·인형,품질(물품/용역),강원도,30
스포츠·레저·취미용품,완구·인형,품질(물품/용역),경기도,601
스포츠·레저·취미용품,완구·인형,품질(물품/용역),경상남도,63
스포츠·레저·취미용품,완구·인형,품질(물품/용역),경상북도,43
스포츠·레저·취미용품,완구·인형,품질(물품/용역),광주광역시,32
스포츠·레저·취미용품,완구·인형,품질(물품/용역),대구광역시,59
스포츠·레저·취미용품,완구·인형,품질(물품/용역),대전광역시,51
스포츠·레저·취미용품,완구·인형,품질(물품/용역),미상,4
스포츠·레저·취미용품,완구·인형,품질(물품/용역),부산광역시,93
스포츠·레저·취미용품,완구·인형,품질(물품/용역),서울특별시,546
스포츠·레저·취미용품,완구·인형,품질(물품/용역),세종특별자치시,10
스포츠·레저·취미용품,완구·인형,품질(물품/용역),울산광역시,23
스포츠·레저·취미용품,완구·인형,품질(물품/용역),인천광역시,119
스포츠·레저·취미용품,완구·인형,품질(물품/용역),전라남도,29
스포츠·레저·취미용품,완구·인형,품질(물품/용역),전북특별자치도,50
스포츠·레저·취미용품,완구·인형,품질(물품/용역),제주특별자치도,14
스포츠·레저·취미용품,완구·인형,품질(물품/용역),충청남도,49
스포츠·레저·취미용품,완구·인형,품질(물품/용역),충청북도,34
스포츠·레저·취미용품,완구·인형,품질(물품/용역),해외 및 기타,5
스포츠·레저·취미용품,유아용승용물,AS불만,경기도,35
스포츠·레저·취미용품,유아용승용물,AS불만,경상남도,5
스포츠·레저·취미용품,유아용승용물,AS불만,경상북도,2
스포츠·레저·취미용품,유아용승용물,AS불만,광주광역시,1
스포츠·레저·취미용품,유아용승용물,AS불만,대구광역시,1
스포츠·레저·취미용품,유아용승용물,AS불만,대전광역시,2
스포츠·레저·취미용품,유아용승용물,AS불만,부산광역시,4
스포츠·레저·취미용품,유아용승용물,AS불만,서울특별시,18
스포츠·레저·취미용품,유아용승용물,AS불만,울산광역시,4
스포츠·레저·취미용품,유아용승용물,AS불만,인천광역시,4
스포츠·레저·취미용품,유아용승용물,AS불만,전라남도,1
스포츠·레저·취미용품,유아용승용물,AS불만,충청남도,3
스포츠·레저·취미용품,유아용승용물,AS불만,충청북도,6
스포츠·레저·취미용품,유아용승용물,가격.요금,경기도,6
스포츠·레저·취미용품,유아용승용물,가격.요금,경상남도,1
스포츠·레저·취미용품,유아용승용물,가격.요금,서울특별시,2
스포츠·레저·취미용품,유아용승용물,가격.요금,전라남도,1
스포츠·레저·취미용품,유아용승용물,거래관행,경기도,5
스포츠·레저·취미용품,유아용승용물,거래관행,경상남도,1
스포츠·레저·취미용품,유아용승용물,거래관행,경상북도,1
스포츠·레저·취미용품,유아용승용물,거래관행,서울특별시,3
스포츠·레저·취미용품,유아용승용물,거래관행,전북특별자치도,1
스포츠·레저·취미용품,유아용승용물,거래관행,충청남도,1
스포츠·레저·취미용품,유아용승용물,거래관행,해외 및 기타,1
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),경기도,37
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),경상북도,1
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),광주광역시,1
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),대구광역시,4
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),대전광역시,7
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),부산광역시,4
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),서울특별시,20
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),세종특별자치시,2
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),울산광역시,3
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),인천광역시,1
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),전북특별자치도,3
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),충청남도,3
스포츠·레저·취미용품,유아용승용물,계약불이행(불완전이행),충청북도,2
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,경기도,27
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,경상남도,4
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,경상북도,5
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,광주광역시,1
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,대구광역시,5
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,대전광역시,5
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,부산광역시,3
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,서울특별시,13
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,울산광역시,2
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,인천광역시,4
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,전라남도,1
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,전북특별자치도,3
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,충청남도,1
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,충청북도,1
스포츠·레저·취미용품,유아용승용물,계약해제.해지/위약금,해외 및 기타,1
스포츠·레저·취미용품,유아용승용물,단순문의.상담,경기도,20
스포츠·레저·취미용품,유아용승용물,단순문의.상담,광주광역시,2
스포츠·레저·취미용품,유아용승용물,단순문의.상담,대구광역시,1
스포츠·레저·취미용품,유아용승용물,단순문의.상담,대전광역시,3
스포츠·레저·취미용품,유아용승용물,단순문의.상담,부산광역시,3
스포츠·레저·취미용품,유아용승용물,단순문의.상담,서울특별시,17
스포츠·레저·취미용품,유아용승용물,단순문의.상담,인천광역시,3
스포츠·레저·취미용품,유아용승용물,단순문의.상담,전라남도,1
스포츠·레저·취미용품,유아용승용물,단순문의.상담,해외 및 기타,1
스포츠·레저·취미용품,유아용승용물,미상,경기도,5
스포츠·레저·취미용품,유아용승용물,미상,광주광역시,1
스포츠·레저·취미용품,유아용승용물,미상,서울특별시,2
스포츠·레저·취미용품,유아용승용물,미상,울산광역시,1
스포츠·레저·취미용품,유아용승용물,미상,인천광역시,2
스포츠·레저·취미용품,유아용승용물,미상,전라남도,2
스포츠·레저·취미용품,유아용승용물,미상,충청북도,1
스포츠·레저·취미용품,유아용승용물,부당행위,경기도,17
스포츠·레저·취미용품,유아용승용물,부당행위,경상남도,1
스포츠·레저·취미용품,유아용승용물,부당행위,서울특별시,6
스포츠·레저·취미용품,유아용승용물,부당행위,울산광역시,1
스포츠·레저·취미용품,유아용승용물,부당행위,인천광역시,2
스포츠·레저·취미용품,유아용승용물,부당행위,충청남도,1
스포츠·레저·취미용품,유아용승용물,부당행위,해외 및 기타,1
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),강원도,1
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),경기도,11
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),경상북도,1
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),대구광역시,5
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),대전광역시,2
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),부산광역시,3
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),서울특별시,17
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),세종특별자치시,1
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),울산광역시,1
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),인천광역시,6
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),충청남도,3
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),충청북도,1
스포츠·레저·취미용품,유아용승용물,안전(제품/시설),해외 및 기타,1
스포츠·레저·취미용품,유아용승용물,약관,경기도,3
스포츠·레저·취미용품,유아용승용물,약관,대전광역시,2
스포츠·레저·취미용품,유아용승용물,약관,서울특별시,2
스포츠·레저·취미용품,유아용승용물,약관,충청남도,4
스포츠·레저·취미용품,유아용승용물,약관,충청북도,3
스포츠·레저·취미용품,유아용승용물,이자.수수료,경기도,1
스포츠·레저·취미용품,유아용승용물,청약철회,강원도,3
스포츠·레저·취미용품,유아용승용물,청약철회,경기도,27
스포츠·레저·취미용품,유아용승용물,청약철회,경상남도,3
스포츠·레저·취미용품,유아용승용물,청약철회,광주광역시,1
