월,대분류,중분류,불만유형,채널,건수
2022-01,가구,기타가구,AS불만,기타(오프라인 등),7
2022-01,가구,기타가구,AS불만,온라인,1
2022-01,가구,기타가구,가격.요금,온라인,1
2022-01,가구,기타가구,거래관행,기타(오프라인 등),2
2022-01,가구,기타가구,거래관행,온라인,2
2022-01,가구,기타가구,계약불이행(불완전이행),기타(오프라인 등),17
2022-01,가구,기타가구,계약불이행(불완전이행),온라인,14
2022-01,가구,기타가구,계약해제.해지/위약금,기타(오프라인 등),36
2022-01,가구,기타가구,계약해제.해지/위약금,온라인,14
2022-01,가구,기타가구,단순문의.상담,기타(오프라인 등),11
2022-01,가구,기타가구,단순문의.상담,온라인,1
2022-01,가구,기타가구,미상,기타(오프라인 등),1
2022-01,가구,기타가구,미상,온라인,7
2022-01,가구,기타가구,법.제도,기타(오프라인 등),1
2022-01,가구,기타가구,부당행위,기타(오프라인 등),1
2022-01,가구,기타가구,부당행위,온라인,1
2022-01,가구,기타가구,안전(제품/시설),온라인,1
2022-01,가구,기타가구,약관,기타(오프라인 등),1
2022-01,가구,기타가구,이자.수수료,온라인,2
2022-01,가구,기타가구,청약철회,기타(오프라인 등),5
2022-01,가구,기타가구,청약철회,온라인,21
2022-01,가구,기타가구,표시.광고,기타(오프라인 등),3
2022-01,가구,기타가구,표시.광고,온라인,6
2022-01,가구,기타가구,품질(물품/용역),기타(오프라인 등),19
2022-01,가구,기타가구,품질(물품/용역),온라인,18
2022-01,가구,세트가구류,AS불만,기타(오프라인 등),4
2022-01,가구,세트가구류,AS불만,온라인,1
2022-01,가구,세트가구류,계약불이행(불완전이행),기타(오프라인 등),9
2022-01,가구,세트가구류,계약불이행(불완전이행),온라인,5
2022-01,가구,세트가구류,계약해제.해지/위약금,기타(오프라인 등),29
2022-01,가구,세트가구류,계약해제.해지/위약금,온라인,5
2022-01,가구,세트가구류,단순문의.상담,기타(오프라인 등),3
2022-01,가구,세트가구류,단순문의.상담,온라인,2
2022-01,가구,세트가구류,미상,기타(오프라인 등),2
2022-01,가구,세트가구류,미상,온라인,1
2022-01,가구,세트가구류,부당행위,온라인,1
2022-01,가구,세트가구류,청약철회,기타(오프라인 등),2
2022-01,가구,세트가구류,청약철회,온라인,6
2022-01,가구,세트가구류,표시.광고,온라인,2
2022-01,가구,세트가구류,품질(물품/용역),기타(오프라인 등),9
2022-01,가구,세트가구류,품질(물품/용역),온라인,8
2022-01,가구,의자류,AS불만,기타(오프라인 등),26
2022-01,가구,의자류,AS불만,온라인,9
2022-01,가구,의자류,가격.요금,기타(오프라인 등),1
2022-01,가구,의자류,가격.요금,온라인,8
2022-01,가구,의자류,거래관행,온라인,1
2022-01,가구,의자류,계약불이행(불완전이행),기타(오프라인 등),26
2022-01,가구,의자류,계약불이행(불완전이행),온라인,23
2022-01,가구,의자류,계약해제.해지/위약금,기타(오프라인 등),50
2022-01,가구,의자류,계약해제.해지/위약금,온라인,14
2022-01,가구,의자류,단순문의.상담,기타(오프라인 등),4
2022-01,가구,의자류,단순문의.상담,온라인,1
2022-01,가구,의자류,미상,기타(오프라인 등),10
2022-01,가구,의자류,미상,온라인,12
2022-01,가구,의자류,부당행위,기타(오프라인 등),2
2022-01,가구,의자류,부당행위,온라인,2
2022-01,가구,의자류,안전(제품/시설),온라인,3
2022-01,가구,의자류,약관,기타(오프라인 등),4
2022-01,가구,의자류,청약철회,기타(오프라인 등),8
2022-01,가구,의자류,청약철회,온라인,26
2022-01,가구,의자류,표시.광고,기타(오프라인 등),6
2022-01,가구,의자류,표시.광고,온라인,3
2022-01,가구,의자류,품질(물품/용역),기타(오프라인 등),61
2022-01,가구,의자류,품질(물품/용역),온라인,60
2022-01,가구,장롱류,AS불만,기타(오프라인 등),3
2022-01,가구,장롱류,AS불만,온라인,1
2022-01,가구,장롱류,가격.요금,기타(오프라인 등),1
2022-01,가구,장롱류,가격.요금,온라인,2
2022-01,가구,장롱류,거래관행,온라인,1
2022-01,가구,장롱류,계약불이행(불완전이행),기타(오프라인 등),7
2022-01,가구,장롱류,계약불이행(불완전이행),온라인,12
2022-01,가구,장롱류,계약해제.해지/위약금,기타(오프라인 등),9
2022-01,가구,장롱류,계약해제.해지/위약금,온라인,11
2022-01,가구,장롱류,단순문의.상담,기타(오프라인 등),2
2022-01,가구,장롱류,미상,기타(오프라인 등),4
2022-01,가구,장롱류,미상,온라인,3
2022-01,가구,장롱류,부당행위,온라인,1
2022-01,가구,장롱류,약관,온라인,1
2022-01,가구,장롱류,이자.수수료,온라인,1
2022-01,가구,장롱류,청약철회,기타(오프라인 등),3
2022-01,가구,장롱류,청약철회,온라인,24
2022-01,가구,장롱류,표시.광고,온라인,7
2022-01,가구,장롱류,품질(물품/용역),기타(오프라인 등),16
2022-01,가구,장롱류,품질(물품/용역),온라인,43
2022-01,가구,책상·테이블류,AS불만,기타(오프라인 등),10
2022-01,가구,책상·테이블류,AS불만,온라인,4
2022-01,가구,책상·테이블류,가격.요금,기타(오프라인 등),1
2022-01,가구,책상·테이블류,가격.요금,온라인,3
2022-01,가구,책상·테이블류,거래관행,기타(오프라인 등),1
2022-01,가구,책상·테이블류,계약불이행(불완전이행),기타(오프라인 등),14
2022-01,가구,책상·테이블류,계약불이행(불완전이행),온라인,14
2022-01,가구,책상·테이블류,계약해제.해지/위약금,기타(오프라인 등),25
2022-01,가구,책상·테이블류,계약해제.해지/위약금,온라인,14
2022-01,가구,책상·테이블류,단순문의.상담,기타(오프라인 등),2
2022-01,가구,책상·테이블류,단순문의.상담,온라인,2
2022-01,가구,책상·테이블류,미상,기타(오프라인 등),2
2022-01,가구,책상·테이블류,미상,온라인,6
2022-01,가구,책상·테이블류,부당행위,기타(오프라인 등),1
2022-01,가구,책상·테이블류,부당행위,온라인,1
2022-01,가구,책상·테이블류,안전(제품/시설),기타(오프라인 등),1
2022-01,가구,책상·테이블류,안전(제품/시설),온라인,1
2022-01,가구,책상·테이블류,청약철회,기타(오프라인 등),8
2022-01,가구,책상·테이블류,청약철회,온라인,25
2022-01,가구,책상·테이블류,표시.광고,기타(오프라인 등),4
2022-01,가구,책상·테이블류,표시.광고,온라인,3
2022-01,가구,책상·테이블류,품질(물품/용역),기타(오프라인 등),27
2022-01,가구,책상·테이블류,품질(물품/용역),온라인,34
2022-01,가구,침대류,AS불만,기타(오프라인 등),17
2022-01,가구,침대류,AS불만,온라인,9
2022-01,가구,침대류,가격.요금,기타(오프라인 등),2
2022-01,가구,침대류,가격.요금,온라인,3
2022-01,가구,침대류,거래관행,기타(오프라인 등),2
2022-01,가구,침대류,거래관행,온라인,1
2022-01,가구,침대류,계약불이행(불완전이행),기타(오프라인 등),21
2022-01,가구,침대류,계약불이행(불완전이행),온라인,17
2022-01,가구,침대류,계약해제.해지/위약금,기타(오프라인 등),53
2022-01,가구,침대류,계약해제.해지/위약금,온라인,6
2022-01,가구,침대류,단순문의.상담,기타(오프라인 등),16
2022-01,가구,침대류,단순문의.상담,온라인,4
2022-01,가구,침대류,미상,기타(오프라인 등),5
2022-01,가구,침대류,미상,온라인,8
2022-01,가구,침대류,법.제도,기타(오프라인 등),1
2022-01,가구,침대류,부당채권추심,기타(오프라인 등),1
2022-01,가구,침대류,부당행위,기타(오프라인 등),5
2022-01,가구,침대류,부당행위,온라인,2
2022-01,가구,침대류,안전(제품/시설),기타(오프라인 등),9
2022-01,가구,침대류,안전(제품/시설),온라인,1
2022-01,가구,침대류,약관,기타(오프라인 등),4
2022-01,가구,침대류,약관,온라인,1
2022-01,가구,침대류,청약철회,기타(오프라인 등),10
2022-01,가구,침대류,청약철회,온라인,21
2022-01,가구,침대류,표시.광고,기타(오프라인 등),2
2022-01,가구,침대류,표시.광고,온라인,11
2022-01,가구,침대류,품질(물품/용역),기타(오프라인 등),66
2022-01,가구,침대류,품질(물품/용역),온라인,34
2022-01,가사용품,가사장비품,AS불만,기타(오프라인 등),2
2022-01,가사용품,가사장비품,AS불만,온라인,2
2022-01,가사용품,가사장비품,가격.요금,기타(오프라인 등),4
2022-01,가사용품,가사장비품,가격.요금,온라인,1
2022-01,가사용품,가사장비품,거래관행,기타(오프라인 등),2
2022-01,가사용품,가사장비품,계약불이행(불완전이행),기타(오프라인 등),10
2022-01,가사용품,가사장비품,계약불이행(불완전이행),온라인,15
2022-01,가사용품,가사장비품,계약해제.해지/위약금,기타(오프라인 등),5
2022-01,가사용품,가사장비품,계약해제.해지/위약금,온라인,6
2022-01,가사용품,가사장비품,단순문의.상담,기타(오프라인 등),7
2022-01,가사용품,가사장비품,단순문의.상담,온라인,4
2022-01,가사용품,가사장비품,부당행위,기타(오프라인 등),3
2022-01,가사용품,가사장비품,부당행위,온라인,1
2022-01,가사용품,가사장비품,안전(제품/시설),기타(오프라인 등),3
2022-01,가사용품,가사장비품,약관,온라인,3
2022-01,가사용품,가사장비품,청약철회,기타(오프라인 등),3
2022-01,가사용품,가사장비품,청약철회,온라인,17
2022-01,가사용품,가사장비품,표시.광고,온라인,4
2022-01,가사용품,가사장비품,품질(물품/용역),기타(오프라인 등),10
2022-01,가사용품,가사장비품,품질(물품/용역),온라인,10
2022-01,가사용품,가정용공구,AS불만,기타(오프라인 등),1
2022-01,가사용품,가정용공구,AS불만,온라인,1
2022-01,가사용품,가정용공구,가격.요금,기타(오프라인 등),1
2022-01,가사용품,가정용공구,가격.요금,온라인,1
2022-01,가사용품,가정용공구,계약불이행(불완전이행),기타(오프라인 등),1
2022-01,가사용품,가정용공구,계약불이행(불완전이행),온라인,6
2022-01,가사용품,가정용공구,계약해제.해지/위약금,기타(오프라인 등),1
2022-01,가사용품,가정용공구,계약해제.해지/위약금,온라인,2
2022-01,가사용품,가정용공구,미상,온라인,1
2022-01,가사용품,가정용공구,부당행위,기타(오프라인 등),1
2022-01,가사용품,가정용공구,부당행위,온라인,1
2022-01,가사용품,가정용공구,안전(제품/시설),기타(오프라인 등),1
2022-01,가사용품,가정용공구,약관,기타(오프라인 등),1
2022-01,가사용품,가정용공구,청약철회,온라인,7
2022-01,가사용품,가정용공구,표시.광고,온라인,3
2022-01,가사용품,가정용공구,품질(물품/용역),기타(오프라인 등),3
2022-01,가사용품,가정용공구,품질(물품/용역),온라인,2
2022-01,가사용품,공조·냉난방기기,AS불만,기타(오프라인 등),94
2022-01,가사용품,공조·냉난방기기,AS불만,온라인,42
2022-01,가사용품,공조·냉난방기기,가격.요금,기타(오프라인 등),5
2022-01,가사용품,공조·냉난방기기,가격.요금,온라인,5
2022-01,가사용품,공조·냉난방기기,거래관행,기타(오프라인 등),2
2022-01,가사용품,공조·냉난방기기,계약불이행(불완전이행),기타(오프라인 등),34
2022-01,가사용품,공조·냉난방기기,계약불이행(불완전이행),온라인,30
2022-01,가사용품,공조·냉난방기기,계약해제.해지/위약금,기타(오프라인 등),50
2022-01,가사용품,공조·냉난방기기,계약해제.해지/위약금,온라인,22
2022-01,가사용품,공조·냉난방기기,단순문의.상담,기타(오프라인 등),18
2022-01,가사용품,공조·냉난방기기,단순문의.상담,온라인,5
2022-01,가사용품,공조·냉난방기기,미상,기타(오프라인 등),5
2022-01,가사용품,공조·냉난방기기,미상,온라인,14
2022-01,가사용품,공조·냉난방기기,법.제도,온라인,1
2022-01,가사용품,공조·냉난방기기,부당채권추심,기타(오프라인 등),1
2022-01,가사용품,공조·냉난방기기,부당행위,기타(오프라인 등),6
2022-01,가사용품,공조·냉난방기기,부당행위,온라인,4
2022-01,가사용품,공조·냉난방기기,안전(제품/시설),기타(오프라인 등),17
2022-01,가사용품,공조·냉난방기기,안전(제품/시설),온라인,14
2022-01,가사용품,공조·냉난방기기,약관,기타(오프라인 등),6
2022-01,가사용품,공조·냉난방기기,약관,온라인,3
2022-01,가사용품,공조·냉난방기기,이자.수수료,온라인,1
2022-01,가사용품,공조·냉난방기기,청약철회,기타(오프라인 등),16
2022-01,가사용품,공조·냉난방기기,청약철회,온라인,20
2022-01,가사용품,공조·냉난방기기,표시.광고,기타(오프라인 등),3
2022-01,가사용품,공조·냉난방기기,표시.광고,온라인,16
2022-01,가사용품,공조·냉난방기기,품질(물품/용역),기타(오프라인 등),110
2022-01,가사용품,공조·냉난방기기,품질(물품/용역),온라인,104
2022-01,가사용품,기타가사용품,AS불만,기타(오프라인 등),2
2022-01,가사용품,기타가사용품,AS불만,온라인,1
2022-01,가사용품,기타가사용품,가격.요금,온라인,1
2022-01,가사용품,기타가사용품,계약불이행(불완전이행),기타(오프라인 등),5
2022-01,가사용품,기타가사용품,계약불이행(불완전이행),온라인,14
2022-01,가사용품,기타가사용품,계약해제.해지/위약금,기타(오프라인 등),3
2022-01,가사용품,기타가사용품,계약해제.해지/위약금,온라인,3
2022-01,가사용품,기타가사용품,단순문의.상담,기타(오프라인 등),2
2022-01,가사용품,기타가사용품,단순문의.상담,온라인,3
2022-01,가사용품,기타가사용품,미상,기타(오프라인 등),1
2022-01,가사용품,기타가사용품,미상,온라인,1
2022-01,가사용품,기타가사용품,부당행위,온라인,1
2022-01,가사용품,기타가사용품,안전(제품/시설),기타(오프라인 등),2
2022-01,가사용품,기타가사용품,청약철회,온라인,7
2022-01,가사용품,기타가사용품,표시.광고,온라인,3
2022-01,가사용품,기타가사용품,품질(물품/용역),기타(오프라인 등),10
2022-01,가사용품,기타가사용품,품질(물품/용역),온라인,18
2022-01,가사용품,세정제·탈취제류,가격.요금,기타(오프라인 등),2
2022-01,가사용품,세정제·탈취제류,거래관행,온라인,1
2022-01,가사용품,세정제·탈취제류,계약불이행(불완전이행),기타(오프라인 등),1
2022-01,가사용품,세정제·탈취제류,계약불이행(불완전이행),온라인,5
2022-01,가사용품,세정제·탈취제류,계약해제.해지/위약금,기타(오프라인 등),2
2022-01,가사용품,세정제·탈취제류,계약해제.해지/위약금,온라인,1
2022-01,가사용품,세정제·탈취제류,단순문의.상담,기타(오프라인 등),1
2022-01,가사용품,세정제·탈취제류,안전(제품/시설),온라인,1
2022-01,가사용품,세정제·탈취제류,청약철회,기타(오프라인 등),5
2022-01,가사용품,세정제·탈취제류,청약철회,온라인,4
2022-01,가사용품,세정제·탈취제류,표시.광고,기타(오프라인 등),1
2022-01,가사용품,세정제·탈취제류,품질(물품/용역),기타(오프라인 등),2
2022-01,가사용품,세정제·탈취제류,품질(물품/용역),온라인,4
2022-01,가사용품,재봉·세탁·청소용품,AS불만,기타(오프라인 등),59
2022-01,가사용품,재봉·세탁·청소용품,AS불만,온라인,31
2022-01,가사용품,재봉·세탁·청소용품,가격.요금,기타(오프라인 등),2
2022-01,가사용품,재봉·세탁·청소용품,가격.요금,온라인,7
2022-01,가사용품,재봉·세탁·청소용품,거래관행,기타(오프라인 등),1
2022-01,가사용품,재봉·세탁·청소용품,계약불이행(불완전이행),기타(오프라인 등),14
2022-01,가사용품,재봉·세탁·청소용품,계약불이행(불완전이행),온라인,54
2022-01,가사용품,재봉·세탁·청소용품,계약해제.해지/위약금,기타(오프라인 등),26
2022-01,가사용품,재봉·세탁·청소용품,계약해제.해지/위약금,온라인,15
2022-01,가사용품,재봉·세탁·청소용품,단순문의.상담,기타(오프라인 등),11
2022-01,가사용품,재봉·세탁·청소용품,단순문의.상담,온라인,3
2022-01,가사용품,재봉·세탁·청소용품,미상,기타(오프라인 등),4
2022-01,가사용품,재봉·세탁·청소용품,미상,온라인,10
2022-01,가사용품,재봉·세탁·청소용품,법.제도,온라인,1
2022-01,가사용품,재봉·세탁·청소용품,부당행위,기타(오프라인 등),3
2022-01,가사용품,재봉·세탁·청소용품,부당행위,온라인,6
2022-01,가사용품,재봉·세탁·청소용품,안전(제품/시설),기타(오프라인 등),2
2022-01,가사용품,재봉·세탁·청소용품,안전(제품/시설),온라인,1
2022-01,가사용품,재봉·세탁·청소용품,약관,기타(오프라인 등),1
2022-01,가사용품,재봉·세탁·청소용품,약관,온라인,1
2022-01,가사용품,재봉·세탁·청소용품,청약철회,기타(오프라인 등),13
2022-01,가사용품,재봉·세탁·청소용품,청약철회,온라인,35
2022-01,가사용품,재봉·세탁·청소용품,표시.광고,기타(오프라인 등),2
2022-01,가사용품,재봉·세탁·청소용품,표시.광고,온라인,5
2022-01,가사용품,재봉·세탁·청소용품,품질(물품/용역),기타(오프라인 등),91
2022-01,가사용품,재봉·세탁·청소용품,품질(물품/용역),온라인,64
2022-01,가사용품,조명기기,AS불만,기타(오프라인 등),2
2022-01,가사용품,조명기기,AS불만,온라인,5
2022-01,가사용품,조명기기,가격.요금,기타(오프라인 등),2
2022-01,가사용품,조명기기,가격.요금,온라인,3
2022-01,가사용품,조명기기,계약불이행(불완전이행),기타(오프라인 등),2
2022-01,가사용품,조명기기,계약불이행(불완전이행),온라인,14
2022-01,가사용품,조명기기,계약해제.해지/위약금,기타(오프라인 등),5
2022-01,가사용품,조명기기,계약해제.해지/위약금,온라인,5
2022-01,가사용품,조명기기,단순문의.상담,기타(오프라인 등),3
2022-01,가사용품,조명기기,단순문의.상담,온라인,4
2022-01,가사용품,조명기기,미상,온라인,8
2022-01,가사용품,조명기기,청약철회,기타(오프라인 등),2
2022-01,가사용품,조명기기,청약철회,온라인,13
2022-01,가사용품,조명기기,품질(물품/용역),기타(오프라인 등),13
2022-01,가사용품,조명기기,품질(물품/용역),온라인,24
2022-01,광열·수도,가스,가격.요금,기타(오프라인 등),17
2022-01,광열·수도,가스,거래관행,기타(오프라인 등),1
2022-01,광열·수도,가스,계약불이행(불완전이행),기타(오프라인 등),3
2022-01,광열·수도,가스,계약해제.해지/위약금,기타(오프라인 등),9
2022-01,광열·수도,가스,단순문의.상담,기타(오프라인 등),5
2022-01,광열·수도,가스,미상,기타(오프라인 등),2
2022-01,광열·수도,가스,법.제도,기타(오프라인 등),1
2022-01,광열·수도,가스,부당행위,기타(오프라인 등),6
2022-01,광열·수도,가스,안전(제품/시설),기타(오프라인 등),3
2022-01,광열·수도,가스,이자.수수료,기타(오프라인 등),1
2022-01,광열·수도,가스,품질(물품/용역),기타(오프라인 등),7
2022-01,광열·수도,기타에너지,가격.요금,기타(오프라인 등),1
2022-01,광열·수도,기타에너지,거래관행,기타(오프라인 등),1
2022-01,광열·수도,기타에너지,계약불이행(불완전이행),온라인,1
2022-01,광열·수도,기타에너지,미상,기타(오프라인 등),1
2022-01,광열·수도,기타에너지,약관,기타(오프라인 등),1
2022-01,광열·수도,기타에너지,품질(물품/용역),기타(오프라인 등),3
2022-01,광열·수도,석유류,가격.요금,기타(오프라인 등),3
2022-01,광열·수도,석유류,거래관행,기타(오프라인 등),1
2022-01,광열·수도,석유류,계약불이행(불완전이행),기타(오프라인 등),1
2022-01,광열·수도,석유류,단순문의.상담,기타(오프라인 등),2
2022-01,광열·수도,석유류,부당행위,기타(오프라인 등),1
2022-01,광열·수도,석유류,품질(물품/용역),기타(오프라인 등),4
2022-01,광열·수도,수도,AS불만,기타(오프라인 등),1
2022-01,광열·수도,수도,가격.요금,기타(오프라인 등),2
2022-01,광열·수도,수도,계약불이행(불완전이행),온라인,1
2022-01,광열·수도,수도,품질(물품/용역),기타(오프라인 등),1
2022-01,광열·수도,전기,AS불만,기타(오프라인 등),3
2022-01,광열·수도,전기,가격.요금,기타(오프라인 등),5
2022-01,광열·수도,전기,계약불이행(불완전이행),기타(오프라인 등),2
2022-01,광열·수도,전기,계약해제.해지/위약금,기타(오프라인 등),3
2022-01,광열·수도,전기,단순문의.상담,기타(오프라인 등),7
2022-01,광열·수도,전기,부당행위,기타(오프라인 등),2
2022-01,광열·수도,전기,청약철회,기타(오프라인 등),1
2022-01,광열·수도,전기,품질(물품/용역),기타(오프라인 등),4
2022-01,광열·수도,전기,품질(물품/용역),온라인,1
2022-01,교육서비스,방문·통신교육서비스,AS불만,기타(오프라인 등),2
2022-01,교육서비스,방문·통신교육서비스,AS불만,온라인,1
2022-01,교육서비스,방문·통신교육서비스,가격.요금,기타(오프라인 등),1
2022-01,교육서비스,방문·통신교육서비스,가격.요금,온라인,1
2022-01,교육서비스,방문·통신교육서비스,거래관행,기타(오프라인 등),2
2022-01,교육서비스,방문·통신교육서비스,거래관행,온라인,5
2022-01,교육서비스,방문·통신교육서비스,계약불이행(불완전이행),기타(오프라인 등),23
2022-01,교육서비스,방문·통신교육서비스,계약불이행(불완전이행),온라인,69
2022-01,교육서비스,방문·통신교육서비스,계약해제.해지/위약금,기타(오프라인 등),84
2022-01,교육서비스,방문·통신교육서비스,계약해제.해지/위약금,온라인,113
2022-01,교육서비스,방문·통신교육서비스,단순문의.상담,기타(오프라인 등),10
2022-01,교육서비스,방문·통신교육서비스,단순문의.상담,온라인,4
2022-01,교육서비스,방문·통신교육서비스,무능력자계약,기타(오프라인 등),1
2022-01,교육서비스,방문·통신교육서비스,미상,기타(오프라인 등),16
2022-01,교육서비스,방문·통신교육서비스,미상,온라인,14
2022-01,교육서비스,방문·통신교육서비스,법.제도,기타(오프라인 등),1
2022-01,교육서비스,방문·통신교육서비스,부당행위,기타(오프라인 등),4
2022-01,교육서비스,방문·통신교육서비스,부당행위,온라인,14
2022-01,교육서비스,방문·통신교육서비스,약관,기타(오프라인 등),2
2022-01,교육서비스,방문·통신교육서비스,약관,온라인,10
2022-01,교육서비스,방문·통신교육서비스,이자.수수료,온라인,1
2022-01,교육서비스,방문·통신교육서비스,청약철회,기타(오프라인 등),10
2022-01,교육서비스,방문·통신교육서비스,청약철회,온라인,21
2022-01,교육서비스,방문·통신교육서비스,표시.광고,기타(오프라인 등),2
2022-01,교육서비스,방문·통신교육서비스,표시.광고,온라인,4
2022-01,교육서비스,방문·통신교육서비스,품질(물품/용역),기타(오프라인 등),6
2022-01,교육서비스,방문·통신교육서비스,품질(물품/용역),온라인,8
2022-01,교육서비스,사설강습서비스,AS불만,기타(오프라인 등),1
2022-01,교육서비스,사설강습서비스,가격.요금,기타(오프라인 등),8
2022-01,교육서비스,사설강습서비스,거래관행,기타(오프라인 등),6
2022-01,교육서비스,사설강습서비스,계약불이행(불완전이행),기타(오프라인 등),31
2022-01,교육서비스,사설강습서비스,계약불이행(불완전이행),온라인,8
2022-01,교육서비스,사설강습서비스,계약해제.해지/위약금,기타(오프라인 등),397
2022-01,교육서비스,사설강습서비스,계약해제.해지/위약금,온라인,29
2022-01,교육서비스,사설강습서비스,단순문의.상담,기타(오프라인 등),21
2022-01,교육서비스,사설강습서비스,단순문의.상담,온라인,4
2022-01,교육서비스,사설강습서비스,미상,기타(오프라인 등),18
2022-01,교육서비스,사설강습서비스,미상,온라인,3
2022-01,교육서비스,사설강습서비스,법.제도,기타(오프라인 등),3
2022-01,교육서비스,사설강습서비스,부당행위,기타(오프라인 등),10
2022-01,교육서비스,사설강습서비스,부당행위,온라인,2
2022-01,교육서비스,사설강습서비스,안전(제품/시설),기타(오프라인 등),1
2022-01,교육서비스,사설강습서비스,안전(제품/시설),온라인,1
2022-01,교육서비스,사설강습서비스,약관,기타(오프라인 등),13
2022-01,교육서비스,사설강습서비스,약관,온라인,1
2022-01,교육서비스,사설강습서비스,이자.수수료,기타(오프라인 등),1
2022-01,교육서비스,사설강습서비스,청약철회,기타(오프라인 등),19
2022-01,교육서비스,사설강습서비스,청약철회,온라인,7
2022-01,교육서비스,사설강습서비스,표시.광고,기타(오프라인 등),1
2022-01,교육서비스,사설강습서비스,표시.광고,온라인,1
2022-01,교육서비스,사설강습서비스,품질(물품/용역),기타(오프라인 등),10
2022-01,교육서비스,자격시험,AS불만,기타(오프라인 등),1
2022-01,교육서비스,자격시험,계약불이행(불완전이행),기타(오프라인 등),1
2022-01,교육서비스,자격시험,계약불이행(불완전이행),온라인,2
2022-01,교육서비스,자격시험,계약해제.해지/위약금,기타(오프라인 등),7
2022-01,교육서비스,자격시험,단순문의.상담,기타(오프라인 등),2
2022-01,교육서비스,자격시험,미상,기타(오프라인 등),1
2022-01,교육서비스,자격시험,미상,온라인,2
2022-01,교육서비스,자격시험,부당행위,기타(오프라인 등),1
2022-01,교육서비스,자격시험,약관,기타(오프라인 등),1
2022-01,교육서비스,자격시험,품질(물품/용역),기타(오프라인 등),1
2022-01,교육서비스,학교교육서비스,AS불만,기타(오프라인 등),1
2022-01,교육서비스,학교교육서비스,가격.요금,기타(오프라인 등),2
2022-01,교육서비스,학교교육서비스,거래관행,기타(오프라인 등),1
2022-01,교육서비스,학교교육서비스,계약불이행(불완전이행),기타(오프라인 등),4
2022-01,교육서비스,학교교육서비스,계약불이행(불완전이행),온라인,1
2022-01,교육서비스,학교교육서비스,계약해제.해지/위약금,기타(오프라인 등),45
2022-01,교육서비스,학교교육서비스,계약해제.해지/위약금,온라인,8
2022-01,교육서비스,학교교육서비스,단순문의.상담,기타(오프라인 등),5
2022-01,교육서비스,학교교육서비스,미상,기타(오프라인 등),2
2022-01,교육서비스,학교교육서비스,미상,온라인,1
2022-01,교육서비스,학교교육서비스,부당행위,기타(오프라인 등),5
2022-01,교육서비스,학교교육서비스,약관,기타(오프라인 등),2
2022-01,교육서비스,학교교육서비스,약관,온라인,1
2022-01,교육서비스,학교교육서비스,청약철회,기타(오프라인 등),1
2022-01,교육서비스,학교교육서비스,청약철회,온라인,1
2022-01,교육서비스,학교교육서비스,품질(물품/용역),기타(오프라인 등),1
2022-01,금융,기타금융,AS불만,기타(오프라인 등),1
2022-01,금융,기타금융,AS불만,온라인,1
2022-01,금융,기타금융,가격.요금,기타(오프라인 등),6
2022-01,금융,기타금융,가격.요금,온라인,9
2022-01,금융,기타금융,거래관행,기타(오프라인 등),9
2022-01,금융,기타금융,거래관행,온라인,5
2022-01,금융,기타금융,계약불이행(불완전이행),기타(오프라인 등),68
2022-01,금융,기타금융,계약불이행(불완전이행),온라인,161
2022-01,금융,기타금융,계약해제.해지/위약금,기타(오프라인 등),90
2022-01,금융,기타금융,계약해제.해지/위약금,온라인,110
2022-01,금융,기타금융,단순문의.상담,기타(오프라인 등),135
2022-01,금융,기타금융,단순문의.상담,온라인,31
2022-01,금융,기타금융,법.제도,기타(오프라인 등),4
2022-01,금융,기타금융,부당채권추심,기타(오프라인 등),2
2022-01,금융,기타금융,부당행위,기타(오프라인 등),37
2022-01,금융,기타금융,부당행위,온라인,32
2022-01,금융,기타금융,안전(제품/시설),온라인,1
2022-01,금융,기타금융,약관,기타(오프라인 등),30
2022-01,금융,기타금융,약관,온라인,35
2022-01,금융,기타금융,이자.수수료,기타(오프라인 등),2
2022-01,금융,기타금융,청약철회,기타(오프라인 등),7
2022-01,금융,기타금융,청약철회,온라인,16
2022-01,금융,기타금융,표시.광고,기타(오프라인 등),2
2022-01,금융,기타금융,표시.광고,온라인,1
2022-01,금융,기타금융,품질(물품/용역),기타(오프라인 등),8
2022-01,금융,기타금융,품질(물품/용역),온라인,13
2022-01,금융,대출,AS불만,기타(오프라인 등),1
2022-01,금융,대출,계약불이행(불완전이행),기타(오프라인 등),2
2022-01,금융,대출,계약해제.해지/위약금,기타(오프라인 등),1
2022-01,금융,대출,단순문의.상담,기타(오프라인 등),14
2022-01,금융,대출,법.제도,기타(오프라인 등),3
2022-01,금융,대출,부당채권추심,기타(오프라인 등),1
2022-01,금융,대출,부당행위,기타(오프라인 등),5
2022-01,금융,대출,부당행위,온라인,2
2022-01,금융,대출,약관,기타(오프라인 등),4
2022-01,금융,대출,이자.수수료,기타(오프라인 등),3
2022-01,금융,대출,청약철회,온라인,1
2022-01,금융,리스,계약불이행(불완전이행),기타(오프라인 등),6
2022-01,금융,리스,계약해제.해지/위약금,기타(오프라인 등),5
2022-01,금융,리스,단순문의.상담,기타(오프라인 등),5
2022-01,금융,리스,단순문의.상담,온라인,1
2022-01,금융,리스,부당행위,기타(오프라인 등),3
2022-01,금융,리스,약관,기타(오프라인 등),4
2022-01,금융,리스,이자.수수료,기타(오프라인 등),1
2022-01,금융,리스,이자.수수료,온라인,1
