월,대분류,중분류,불만유형,채널,건수
2023-11,의류·섬유신변용품,침구류,계약해제.해지/위약금,온라인,4
2023-11,의류·섬유신변용품,침구류,단순문의.상담,기타(오프라인 등),5
2023-11,의류·섬유신변용품,침구류,법.제도,온라인,1
2023-11,의류·섬유신변용품,침구류,부당행위,기타(오프라인 등),2
2023-11,의류·섬유신변용품,침구류,부당행위,온라인,4
2023-11,의류·섬유신변용품,침구류,안전(제품/시설),기타(오프라인 등),2
2023-11,의류·섬유신변용품,침구류,안전(제품/시설),온라인,8
2023-11,의류·섬유신변용품,침구류,약관,기타(오프라인 등),1
2023-11,의류·섬유신변용품,침구류,이자.수수료,온라인,1
2023-11,의류·섬유신변용품,침구류,청약철회,기타(오프라인 등),13
2023-11,의류·섬유신변용품,침구류,청약철회,온라인,21
2023-11,의류·섬유신변용품,침구류,표시.광고,기타(오프라인 등),2
2023-11,의류·섬유신변용품,침구류,표시.광고,온라인,6
2023-11,의류·섬유신변용품,침구류,품질(물품/용역),기타(오프라인 등),46
2023-11,의류·섬유신변용품,침구류,품질(물품/용역),온라인,44
2023-11,의류·섬유신변용품,한복,거래관행,온라인,1
2023-11,의류·섬유신변용품,한복,계약불이행(불완전이행),기타(오프라인 등),1
2023-11,의류·섬유신변용품,한복,계약불이행(불완전이행),온라인,1
2023-11,의류·섬유신변용품,한복,계약해제.해지/위약금,기타(오프라인 등),4
2023-11,의류·섬유신변용품,한복,부당행위,기타(오프라인 등),1
2023-11,의류·섬유신변용품,한복,청약철회,기타(오프라인 등),4
2023-11,의류·섬유신변용품,한복,품질(물품/용역),기타(오프라인 등),1
2023-11,의류·섬유신변용품,한복,품질(물품/용역),온라인,1
2023-11,정보통신기기,사무용기기,AS불만,기타(오프라인 등),4
2023-11,정보통신기기,사무용기기,가격.요금,기타(오프라인 등),2
2023-11,정보통신기기,사무용기기,가격.요금,온라인,1
2023-11,정보통신기기,사무용기기,거래관행,기타(오프라인 등),1
2023-11,정보통신기기,사무용기기,계약불이행(불완전이행),기타(오프라인 등),19
2023-11,정보통신기기,사무용기기,계약불이행(불완전이행),온라인,6
2023-11,정보통신기기,사무용기기,계약해제.해지/위약금,기타(오프라인 등),26
2023-11,정보통신기기,사무용기기,계약해제.해지/위약금,온라인,2
2023-11,정보통신기기,사무용기기,단순문의.상담,기타(오프라인 등),5
2023-11,정보통신기기,사무용기기,단순문의.상담,온라인,1
2023-11,정보통신기기,사무용기기,부당행위,기타(오프라인 등),1
2023-11,정보통신기기,사무용기기,이자.수수료,기타(오프라인 등),2
2023-11,정보통신기기,사무용기기,청약철회,기타(오프라인 등),1
2023-11,정보통신기기,사무용기기,청약철회,온라인,3
2023-11,정보통신기기,사무용기기,표시.광고,기타(오프라인 등),1
2023-11,정보통신기기,사무용기기,품질(물품/용역),기타(오프라인 등),6
2023-11,정보통신기기,사무용기기,품질(물품/용역),온라인,7
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,AS불만,기타(오프라인 등),40
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,AS불만,온라인,22
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,가격.요금,기타(오프라인 등),6
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,가격.요금,온라인,4
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,거래관행,기타(오프라인 등),4
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,거래관행,온라인,2
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,계약불이행(불완전이행),기타(오프라인 등),7
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,계약불이행(불완전이행),온라인,51
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,계약해제.해지/위약금,기타(오프라인 등),27
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,계약해제.해지/위약금,온라인,26
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,단순문의.상담,기타(오프라인 등),9
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,단순문의.상담,온라인,7
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,미상,기타(오프라인 등),1
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,법.제도,기타(오프라인 등),1
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,법.제도,온라인,1
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,부당행위,기타(오프라인 등),4
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,부당행위,온라인,6
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,안전(제품/시설),온라인,3
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,약관,기타(오프라인 등),6
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,약관,온라인,5
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,이자.수수료,온라인,2
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,청약철회,기타(오프라인 등),6
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,청약철회,온라인,57
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,표시.광고,기타(오프라인 등),1
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,표시.광고,온라인,15
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,품질(물품/용역),기타(오프라인 등),71
2023-11,정보통신기기,컴퓨터·주변기기·소프트웨어,품질(물품/용역),온라인,94
2023-11,정보통신기기,통신기기·액세서리,AS불만,기타(오프라인 등),119
2023-11,정보통신기기,통신기기·액세서리,AS불만,온라인,23
2023-11,정보통신기기,통신기기·액세서리,가격.요금,기타(오프라인 등),18
2023-11,정보통신기기,통신기기·액세서리,가격.요금,온라인,8
2023-11,정보통신기기,통신기기·액세서리,거래관행,기타(오프라인 등),5
2023-11,정보통신기기,통신기기·액세서리,거래관행,온라인,6
2023-11,정보통신기기,통신기기·액세서리,계약불이행(불완전이행),기타(오프라인 등),70
2023-11,정보통신기기,통신기기·액세서리,계약불이행(불완전이행),온라인,94
2023-11,정보통신기기,통신기기·액세서리,계약해제.해지/위약금,기타(오프라인 등),52
2023-11,정보통신기기,통신기기·액세서리,계약해제.해지/위약금,온라인,27
2023-11,정보통신기기,통신기기·액세서리,단순문의.상담,기타(오프라인 등),52
2023-11,정보통신기기,통신기기·액세서리,단순문의.상담,온라인,5
2023-11,정보통신기기,통신기기·액세서리,무능력자계약,기타(오프라인 등),1
2023-11,정보통신기기,통신기기·액세서리,무능력자계약,온라인,1
2023-11,정보통신기기,통신기기·액세서리,미상,기타(오프라인 등),2
2023-11,정보통신기기,통신기기·액세서리,미상,온라인,1
2023-11,정보통신기기,통신기기·액세서리,법.제도,기타(오프라인 등),4
2023-11,정보통신기기,통신기기·액세서리,법.제도,온라인,1
2023-11,정보통신기기,통신기기·액세서리,부당행위,기타(오프라인 등),26
2023-11,정보통신기기,통신기기·액세서리,부당행위,온라인,6
2023-11,정보통신기기,통신기기·액세서리,안전(제품/시설),기타(오프라인 등),2
2023-11,정보통신기기,통신기기·액세서리,안전(제품/시설),온라인,3
2023-11,정보통신기기,통신기기·액세서리,약관,기타(오프라인 등),15
2023-11,정보통신기기,통신기기·액세서리,약관,온라인,1
2023-11,정보통신기기,통신기기·액세서리,이자.수수료,기타(오프라인 등),1
2023-11,정보통신기기,통신기기·액세서리,이자.수수료,온라인,1
2023-11,정보통신기기,통신기기·액세서리,청약철회,기타(오프라인 등),41
2023-11,정보통신기기,통신기기·액세서리,청약철회,온라인,66
2023-11,정보통신기기,통신기기·액세서리,표시.광고,기타(오프라인 등),4
2023-11,정보통신기기,통신기기·액세서리,표시.광고,온라인,15
2023-11,정보통신기기,통신기기·액세서리,품질(물품/용역),기타(오프라인 등),142
2023-11,정보통신기기,통신기기·액세서리,품질(물품/용역),온라인,82
2023-11,정보통신서비스,광고서비스,AS불만,기타(오프라인 등),2
2023-11,정보통신서비스,광고서비스,가격.요금,기타(오프라인 등),1
2023-11,정보통신서비스,광고서비스,거래관행,기타(오프라인 등),3
2023-11,정보통신서비스,광고서비스,거래관행,온라인,1
2023-11,정보통신서비스,광고서비스,계약불이행(불완전이행),기타(오프라인 등),43
2023-11,정보통신서비스,광고서비스,계약불이행(불완전이행),온라인,16
2023-11,정보통신서비스,광고서비스,계약해제.해지/위약금,기타(오프라인 등),167
2023-11,정보통신서비스,광고서비스,계약해제.해지/위약금,온라인,36
2023-11,정보통신서비스,광고서비스,단순문의.상담,기타(오프라인 등),40
2023-11,정보통신서비스,광고서비스,단순문의.상담,온라인,1
2023-11,정보통신서비스,광고서비스,부당행위,기타(오프라인 등),10
2023-11,정보통신서비스,광고서비스,부당행위,온라인,3
2023-11,정보통신서비스,광고서비스,안전(제품/시설),기타(오프라인 등),1
2023-11,정보통신서비스,광고서비스,약관,기타(오프라인 등),1
2023-11,정보통신서비스,광고서비스,약관,온라인,1
2023-11,정보통신서비스,광고서비스,이자.수수료,기타(오프라인 등),1
2023-11,정보통신서비스,광고서비스,청약철회,기타(오프라인 등),45
2023-11,정보통신서비스,광고서비스,청약철회,온라인,6
2023-11,정보통신서비스,광고서비스,표시.광고,기타(오프라인 등),3
2023-11,정보통신서비스,광고서비스,품질(물품/용역),기타(오프라인 등),10
2023-11,정보통신서비스,광고서비스,품질(물품/용역),온라인,5
2023-11,정보통신서비스,방송서비스,AS불만,기타(오프라인 등),13
2023-11,정보통신서비스,방송서비스,가격.요금,기타(오프라인 등),13
2023-11,정보통신서비스,방송서비스,가격.요금,온라인,1
2023-11,정보통신서비스,방송서비스,거래관행,기타(오프라인 등),6
2023-11,정보통신서비스,방송서비스,계약불이행(불완전이행),기타(오프라인 등),28
2023-11,정보통신서비스,방송서비스,계약불이행(불완전이행),온라인,1
2023-11,정보통신서비스,방송서비스,계약해제.해지/위약금,기타(오프라인 등),82
2023-11,정보통신서비스,방송서비스,계약해제.해지/위약금,온라인,5
2023-11,정보통신서비스,방송서비스,단순문의.상담,기타(오프라인 등),10
2023-11,정보통신서비스,방송서비스,단순문의.상담,온라인,2
2023-11,정보통신서비스,방송서비스,법.제도,기타(오프라인 등),2
2023-11,정보통신서비스,방송서비스,부당채권추심,기타(오프라인 등),1
2023-11,정보통신서비스,방송서비스,부당행위,기타(오프라인 등),12
2023-11,정보통신서비스,방송서비스,약관,기타(오프라인 등),3
2023-11,정보통신서비스,방송서비스,청약철회,기타(오프라인 등),3
2023-11,정보통신서비스,방송서비스,청약철회,온라인,2
2023-11,정보통신서비스,방송서비스,표시.광고,기타(오프라인 등),1
2023-11,정보통신서비스,방송서비스,품질(물품/용역),기타(오프라인 등),20
2023-11,정보통신서비스,방송서비스,품질(물품/용역),온라인,1
2023-11,정보통신서비스,유선전화,AS불만,기타(오프라인 등),2
2023-11,정보통신서비스,유선전화,가격.요금,기타(오프라인 등),1
2023-11,정보통신서비스,유선전화,계약불이행(불완전이행),기타(오프라인 등),3
2023-11,정보통신서비스,유선전화,계약해제.해지/위약금,기타(오프라인 등),6
2023-11,정보통신서비스,유선전화,단순문의.상담,기타(오프라인 등),3
2023-11,정보통신서비스,유선전화,부당채권추심,기타(오프라인 등),1
2023-11,정보통신서비스,유선전화,부당채권추심,온라인,1
2023-11,정보통신서비스,유선전화,부당행위,기타(오프라인 등),1
2023-11,정보통신서비스,유선전화,이자.수수료,기타(오프라인 등),1
2023-11,정보통신서비스,이동통신,AS불만,기타(오프라인 등),21
2023-11,정보통신서비스,이동통신,AS불만,온라인,3
2023-11,정보통신서비스,이동통신,가격.요금,기타(오프라인 등),48
2023-11,정보통신서비스,이동통신,가격.요금,온라인,7
2023-11,정보통신서비스,이동통신,거래관행,기타(오프라인 등),14
2023-11,정보통신서비스,이동통신,거래관행,온라인,1
2023-11,정보통신서비스,이동통신,계약불이행(불완전이행),기타(오프라인 등),244
2023-11,정보통신서비스,이동통신,계약불이행(불완전이행),온라인,28
2023-11,정보통신서비스,이동통신,계약해제.해지/위약금,기타(오프라인 등),154
2023-11,정보통신서비스,이동통신,계약해제.해지/위약금,온라인,23
2023-11,정보통신서비스,이동통신,단순문의.상담,기타(오프라인 등),74
2023-11,정보통신서비스,이동통신,단순문의.상담,온라인,6
2023-11,정보통신서비스,이동통신,무능력자계약,기타(오프라인 등),2
2023-11,정보통신서비스,이동통신,무능력자계약,온라인,1
2023-11,정보통신서비스,이동통신,법.제도,기타(오프라인 등),3
2023-11,정보통신서비스,이동통신,부당채권추심,기타(오프라인 등),6
2023-11,정보통신서비스,이동통신,부당채권추심,온라인,2
2023-11,정보통신서비스,이동통신,부당행위,기타(오프라인 등),100
2023-11,정보통신서비스,이동통신,부당행위,온라인,14
2023-11,정보통신서비스,이동통신,안전(제품/시설),기타(오프라인 등),1
2023-11,정보통신서비스,이동통신,약관,기타(오프라인 등),16
2023-11,정보통신서비스,이동통신,약관,온라인,14
2023-11,정보통신서비스,이동통신,이자.수수료,기타(오프라인 등),6
2023-11,정보통신서비스,이동통신,이자.수수료,온라인,1
2023-11,정보통신서비스,이동통신,청약철회,기타(오프라인 등),94
2023-11,정보통신서비스,이동통신,청약철회,온라인,7
2023-11,정보통신서비스,이동통신,표시.광고,기타(오프라인 등),5
2023-11,정보통신서비스,이동통신,표시.광고,온라인,4
2023-11,정보통신서비스,이동통신,품질(물품/용역),기타(오프라인 등),80
2023-11,정보통신서비스,이동통신,품질(물품/용역),온라인,10
2023-11,정보통신서비스,인터넷서비스,AS불만,기타(오프라인 등),24
2023-11,정보통신서비스,인터넷서비스,AS불만,온라인,2
2023-11,정보통신서비스,인터넷서비스,가격.요금,기타(오프라인 등),22
2023-11,정보통신서비스,인터넷서비스,가격.요금,온라인,3
2023-11,정보통신서비스,인터넷서비스,거래관행,기타(오프라인 등),7
2023-11,정보통신서비스,인터넷서비스,거래관행,온라인,1
2023-11,정보통신서비스,인터넷서비스,계약불이행(불완전이행),기타(오프라인 등),126
2023-11,정보통신서비스,인터넷서비스,계약불이행(불완전이행),온라인,9
2023-11,정보통신서비스,인터넷서비스,계약해제.해지/위약금,기타(오프라인 등),182
2023-11,정보통신서비스,인터넷서비스,계약해제.해지/위약금,온라인,25
2023-11,정보통신서비스,인터넷서비스,단순문의.상담,기타(오프라인 등),15
2023-11,정보통신서비스,인터넷서비스,단순문의.상담,온라인,3
2023-11,정보통신서비스,인터넷서비스,무능력자계약,기타(오프라인 등),1
2023-11,정보통신서비스,인터넷서비스,미상,기타(오프라인 등),1
2023-11,정보통신서비스,인터넷서비스,부당채권추심,기타(오프라인 등),3
2023-11,정보통신서비스,인터넷서비스,부당채권추심,온라인,8
2023-11,정보통신서비스,인터넷서비스,부당행위,기타(오프라인 등),40
2023-11,정보통신서비스,인터넷서비스,부당행위,온라인,6
2023-11,정보통신서비스,인터넷서비스,안전(제품/시설),기타(오프라인 등),1
2023-11,정보통신서비스,인터넷서비스,약관,기타(오프라인 등),13
2023-11,정보통신서비스,인터넷서비스,약관,온라인,1
2023-11,정보통신서비스,인터넷서비스,이자.수수료,기타(오프라인 등),6
2023-11,정보통신서비스,인터넷서비스,청약철회,기타(오프라인 등),13
2023-11,정보통신서비스,인터넷서비스,청약철회,온라인,4
2023-11,정보통신서비스,인터넷서비스,표시.광고,기타(오프라인 등),2
2023-11,정보통신서비스,인터넷서비스,표시.광고,온라인,1
2023-11,정보통신서비스,인터넷서비스,품질(물품/용역),기타(오프라인 등),59
2023-11,정보통신서비스,인터넷서비스,품질(물품/용역),온라인,8
2023-11,정보통신서비스,전신·우편,AS불만,기타(오프라인 등),1
2023-11,정보통신서비스,전신·우편,계약불이행(불완전이행),기타(오프라인 등),6
2023-11,정보통신서비스,전신·우편,계약해제.해지/위약금,기타(오프라인 등),5
2023-11,정보통신서비스,전신·우편,계약해제.해지/위약금,온라인,2
2023-11,정보통신서비스,전신·우편,단순문의.상담,기타(오프라인 등),7
2023-11,정보통신서비스,전신·우편,부당행위,기타(오프라인 등),6
2023-11,정보통신서비스,전신·우편,이자.수수료,기타(오프라인 등),2
2023-11,정보통신서비스,전신·우편,청약철회,기타(오프라인 등),3
2023-11,정보통신서비스,전신·우편,품질(물품/용역),기타(오프라인 등),2
2023-11,정보통신서비스,전신·우편,품질(물품/용역),온라인,1
2023-11,정보통신서비스,정보이용,AS불만,기타(오프라인 등),3
2023-11,정보통신서비스,정보이용,AS불만,온라인,9
2023-11,정보통신서비스,정보이용,가격.요금,기타(오프라인 등),8
2023-11,정보통신서비스,정보이용,가격.요금,온라인,11
2023-11,정보통신서비스,정보이용,거래관행,기타(오프라인 등),5
2023-11,정보통신서비스,정보이용,거래관행,온라인,9
2023-11,정보통신서비스,정보이용,계약불이행(불완전이행),기타(오프라인 등),48
2023-11,정보통신서비스,정보이용,계약불이행(불완전이행),온라인,67
2023-11,정보통신서비스,정보이용,계약해제.해지/위약금,기타(오프라인 등),146
2023-11,정보통신서비스,정보이용,계약해제.해지/위약금,온라인,158
2023-11,정보통신서비스,정보이용,단순문의.상담,기타(오프라인 등),96
2023-11,정보통신서비스,정보이용,단순문의.상담,온라인,48
2023-11,정보통신서비스,정보이용,무능력자계약,온라인,3
2023-11,정보통신서비스,정보이용,미상,기타(오프라인 등),2
2023-11,정보통신서비스,정보이용,미상,온라인,1
2023-11,정보통신서비스,정보이용,법.제도,온라인,1
2023-11,정보통신서비스,정보이용,부당채권추심,기타(오프라인 등),2
2023-11,정보통신서비스,정보이용,부당행위,기타(오프라인 등),60
2023-11,정보통신서비스,정보이용,부당행위,온라인,58
2023-11,정보통신서비스,정보이용,안전(제품/시설),기타(오프라인 등),1
2023-11,정보통신서비스,정보이용,약관,기타(오프라인 등),3
2023-11,정보통신서비스,정보이용,약관,온라인,19
2023-11,정보통신서비스,정보이용,이자.수수료,온라인,2
2023-11,정보통신서비스,정보이용,청약철회,기타(오프라인 등),16
2023-11,정보통신서비스,정보이용,청약철회,온라인,78
2023-11,정보통신서비스,정보이용,표시.광고,기타(오프라인 등),2
2023-11,정보통신서비스,정보이용,표시.광고,온라인,7
2023-11,정보통신서비스,정보이용,품질(물품/용역),기타(오프라인 등),12
2023-11,정보통신서비스,정보이용,품질(물품/용역),온라인,26
2023-11,주방용품·설비,보온·보냉기기,AS불만,기타(오프라인 등),2
2023-11,주방용품·설비,보온·보냉기기,AS불만,온라인,1
2023-11,주방용품·설비,보온·보냉기기,계약불이행(불완전이행),기타(오프라인 등),2
2023-11,주방용품·설비,보온·보냉기기,계약불이행(불완전이행),온라인,6
2023-11,주방용품·설비,보온·보냉기기,계약해제.해지/위약금,기타(오프라인 등),1
2023-11,주방용품·설비,보온·보냉기기,안전(제품/시설),기타(오프라인 등),1
2023-11,주방용품·설비,보온·보냉기기,약관,기타(오프라인 등),1
2023-11,주방용품·설비,보온·보냉기기,이자.수수료,온라인,1
2023-11,주방용품·설비,보온·보냉기기,청약철회,온라인,3
2023-11,주방용품·설비,보온·보냉기기,표시.광고,기타(오프라인 등),1
2023-11,주방용품·설비,보온·보냉기기,표시.광고,온라인,3
2023-11,주방용품·설비,보온·보냉기기,품질(물품/용역),기타(오프라인 등),4
2023-11,주방용품·설비,보온·보냉기기,품질(물품/용역),온라인,5
2023-11,주방용품·설비,부엌소모품,AS불만,온라인,1
2023-11,주방용품·설비,부엌소모품,가격.요금,기타(오프라인 등),1
2023-11,주방용품·설비,부엌소모품,가격.요금,온라인,1
2023-11,주방용품·설비,부엌소모품,계약불이행(불완전이행),기타(오프라인 등),1
2023-11,주방용품·설비,부엌소모품,계약불이행(불완전이행),온라인,2
2023-11,주방용품·설비,부엌소모품,계약해제.해지/위약금,기타(오프라인 등),2
2023-11,주방용품·설비,부엌소모품,부당행위,온라인,1
2023-11,주방용품·설비,부엌소모품,안전(제품/시설),기타(오프라인 등),1
2023-11,주방용품·설비,부엌소모품,청약철회,기타(오프라인 등),2
2023-11,주방용품·설비,부엌소모품,품질(물품/용역),기타(오프라인 등),5
2023-11,주방용품·설비,부엌소모품,품질(물품/용역),온라인,2
2023-11,주방용품·설비,식탁용품,AS불만,기타(오프라인 등),2
2023-11,주방용품·설비,식탁용품,가격.요금,기타(오프라인 등),1
2023-11,주방용품·설비,식탁용품,가격.요금,온라인,2
2023-11,주방용품·설비,식탁용품,거래관행,기타(오프라인 등),1
2023-11,주방용품·설비,식탁용품,계약불이행(불완전이행),기타(오프라인 등),3
2023-11,주방용품·설비,식탁용품,계약불이행(불완전이행),온라인,7
2023-11,주방용품·설비,식탁용품,계약해제.해지/위약금,기타(오프라인 등),1
2023-11,주방용품·설비,식탁용품,계약해제.해지/위약금,온라인,5
2023-11,주방용품·설비,식탁용품,단순문의.상담,기타(오프라인 등),3
2023-11,주방용품·설비,식탁용품,단순문의.상담,온라인,1
2023-11,주방용품·설비,식탁용품,부당행위,온라인,1
2023-11,주방용품·설비,식탁용품,안전(제품/시설),기타(오프라인 등),1
2023-11,주방용품·설비,식탁용품,이자.수수료,온라인,2
2023-11,주방용품·설비,식탁용품,청약철회,기타(오프라인 등),2
2023-11,주방용품·설비,식탁용품,청약철회,온라인,8
2023-11,주방용품·설비,식탁용품,표시.광고,온라인,5
2023-11,주방용품·설비,식탁용품,품질(물품/용역),기타(오프라인 등),12
2023-11,주방용품·설비,식탁용품,품질(물품/용역),온라인,19
2023-11,주방용품·설비,유아용식생활용품,AS불만,기타(오프라인 등),2
2023-11,주방용품·설비,유아용식생활용품,AS불만,온라인,1
2023-11,주방용품·설비,유아용식생활용품,계약불이행(불완전이행),기타(오프라인 등),1
2023-11,주방용품·설비,유아용식생활용품,계약해제.해지/위약금,기타(오프라인 등),1
2023-11,주방용품·설비,유아용식생활용품,계약해제.해지/위약금,온라인,1
2023-11,주방용품·설비,유아용식생활용품,미상,온라인,1
2023-11,주방용품·설비,유아용식생활용품,안전(제품/시설),기타(오프라인 등),1
2023-11,주방용품·설비,유아용식생활용품,이자.수수료,온라인,1
2023-11,주방용품·설비,유아용식생활용품,청약철회,온라인,1
2023-11,주방용품·설비,유아용식생활용품,품질(물품/용역),기타(오프라인 등),1
2023-11,주방용품·설비,유아용식생활용품,품질(물품/용역),온라인,3
2023-11,주방용품·설비,주방설비,AS불만,기타(오프라인 등),108
2023-11,주방용품·설비,주방설비,AS불만,온라인,15
2023-11,주방용품·설비,주방설비,가격.요금,기타(오프라인 등),11
2023-11,주방용품·설비,주방설비,가격.요금,온라인,1
2023-11,주방용품·설비,주방설비,거래관행,기타(오프라인 등),8
2023-11,주방용품·설비,주방설비,거래관행,온라인,4
2023-11,주방용품·설비,주방설비,계약불이행(불완전이행),기타(오프라인 등),72
2023-11,주방용품·설비,주방설비,계약불이행(불완전이행),온라인,21
2023-11,주방용품·설비,주방설비,계약해제.해지/위약금,기타(오프라인 등),173
2023-11,주방용품·설비,주방설비,계약해제.해지/위약금,온라인,12
2023-11,주방용품·설비,주방설비,단순문의.상담,기타(오프라인 등),30
2023-11,주방용품·설비,주방설비,단순문의.상담,온라인,1
2023-11,주방용품·설비,주방설비,미상,기타(오프라인 등),3
2023-11,주방용품·설비,주방설비,법.제도,온라인,1
2023-11,주방용품·설비,주방설비,부당채권추심,기타(오프라인 등),7
2023-11,주방용품·설비,주방설비,부당행위,기타(오프라인 등),30
2023-11,주방용품·설비,주방설비,부당행위,온라인,5
2023-11,주방용품·설비,주방설비,안전(제품/시설),기타(오프라인 등),13
2023-11,주방용품·설비,주방설비,약관,기타(오프라인 등),11
2023-11,주방용품·설비,주방설비,이자.수수료,기타(오프라인 등),1
2023-11,주방용품·설비,주방설비,이자.수수료,온라인,1
2023-11,주방용품·설비,주방설비,청약철회,기타(오프라인 등),18
2023-11,주방용품·설비,주방설비,청약철회,온라인,10
2023-11,주방용품·설비,주방설비,표시.광고,기타(오프라인 등),4
2023-11,주방용품·설비,주방설비,표시.광고,온라인,3
2023-11,주방용품·설비,주방설비,품질(물품/용역),기타(오프라인 등),141
2023-11,주방용품·설비,주방설비,품질(물품/용역),온라인,35
2023-11,차량·승용물,기타승용물,AS불만,기타(오프라인 등),5
2023-11,차량·승용물,기타승용물,AS불만,온라인,1
2023-11,차량·승용물,기타승용물,가격.요금,기타(오프라인 등),2
2023-11,차량·승용물,기타승용물,거래관행,기타(오프라인 등),1
2023-11,차량·승용물,기타승용물,계약불이행(불완전이행),기타(오프라인 등),2
2023-11,차량·승용물,기타승용물,계약불이행(불완전이행),온라인,3
2023-11,차량·승용물,기타승용물,계약해제.해지/위약금,온라인,3
2023-11,차량·승용물,기타승용물,단순문의.상담,기타(오프라인 등),4
2023-11,차량·승용물,기타승용물,단순문의.상담,온라인,1
2023-11,차량·승용물,기타승용물,부당행위,기타(오프라인 등),3
2023-11,차량·승용물,기타승용물,안전(제품/시설),기타(오프라인 등),3
2023-11,차량·승용물,기타승용물,안전(제품/시설),온라인,2
2023-11,차량·승용물,기타승용물,약관,온라인,1
2023-11,차량·승용물,기타승용물,청약철회,기타(오프라인 등),2
2023-11,차량·승용물,기타승용물,청약철회,온라인,4
2023-11,차량·승용물,기타승용물,품질(물품/용역),기타(오프라인 등),6
2023-11,차량·승용물,기타승용물,품질(물품/용역),온라인,2
2023-11,차량·승용물,기타자동차관련업,AS불만,기타(오프라인 등),122
2023-11,차량·승용물,기타자동차관련업,AS불만,온라인,3
2023-11,차량·승용물,기타자동차관련업,가격.요금,기타(오프라인 등),75
2023-11,차량·승용물,기타자동차관련업,가격.요금,온라인,8
2023-11,차량·승용물,기타자동차관련업,거래관행,기타(오프라인 등),30
2023-11,차량·승용물,기타자동차관련업,거래관행,온라인,2
2023-11,차량·승용물,기타자동차관련업,계약불이행(불완전이행),기타(오프라인 등),160
2023-11,차량·승용물,기타자동차관련업,계약불이행(불완전이행),온라인,29
2023-11,차량·승용물,기타자동차관련업,계약해제.해지/위약금,기타(오프라인 등),80
2023-11,차량·승용물,기타자동차관련업,계약해제.해지/위약금,온라인,30
2023-11,차량·승용물,기타자동차관련업,단순문의.상담,기타(오프라인 등),76
2023-11,차량·승용물,기타자동차관련업,단순문의.상담,온라인,2
2023-11,차량·승용물,기타자동차관련업,무능력자계약,기타(오프라인 등),1
2023-11,차량·승용물,기타자동차관련업,법.제도,기타(오프라인 등),3
2023-11,차량·승용물,기타자동차관련업,부당채권추심,기타(오프라인 등),1
2023-11,차량·승용물,기타자동차관련업,부당채권추심,온라인,1
2023-11,차량·승용물,기타자동차관련업,부당행위,기타(오프라인 등),105
2023-11,차량·승용물,기타자동차관련업,부당행위,온라인,11
2023-11,차량·승용물,기타자동차관련업,안전(제품/시설),기타(오프라인 등),8
2023-11,차량·승용물,기타자동차관련업,약관,기타(오프라인 등),54
2023-11,차량·승용물,기타자동차관련업,약관,온라인,9
2023-11,차량·승용물,기타자동차관련업,이자.수수료,기타(오프라인 등),10
2023-11,차량·승용물,기타자동차관련업,이자.수수료,온라인,1
2023-11,차량·승용물,기타자동차관련업,청약철회,기타(오프라인 등),6
2023-11,차량·승용물,기타자동차관련업,청약철회,온라인,10
2023-11,차량·승용물,기타자동차관련업,표시.광고,기타(오프라인 등),14
2023-11,차량·승용물,기타자동차관련업,표시.광고,온라인,2
2023-11,차량·승용물,기타자동차관련업,품질(물품/용역),기타(오프라인 등),325
2023-11,차량·승용물,기타자동차관련업,품질(물품/용역),온라인,14
2023-11,차량·승용물,승용자동차,AS불만,기타(오프라인 등),116
2023-11,차량·승용물,승용자동차,AS불만,온라인,1
2023-11,차량·승용물,승용자동차,가격.요금,기타(오프라인 등),12
2023-11,차량·승용물,승용자동차,거래관행,기타(오프라인 등),6
2023-11,차량·승용물,승용자동차,계약불이행(불완전이행),기타(오프라인 등),66
2023-11,차량·승용물,승용자동차,계약불이행(불완전이행),온라인,3
2023-11,차량·승용물,승용자동차,계약해제.해지/위약금,기타(오프라인 등),26
